workerid,proliferate.condition,first_response_value,item,item_number,item_type,length,response,sentence,sentence_id,trial_sequence_total,verb,wh_type,wrong_attempts,verb
4732,Experiment Group,,,,,,1,教导主任鼓励学生们追求自己的梦想。,900030,55,,,,03
4732,Experiment Group,,,,,,0.68,魏老师看到了看了报告的研究生。,900019,56,,,,01
4732,Experiment Group,,,,,,0.83,村长不想见买了卡车的村民。,900022,57,,,,02
4732,Experiment Group,,5,,,long,0.12,市长想知道议员说艺术家联系了谁。,205142,58,说,arg,,14
4732,Experiment Group,,,,,,0.99,校长遇到了扛着箱子的维修员。,900018,59,,,,01
4732,Experiment Group,,6,,,short,1,检察官想知道教练员为什么说音乐家开除了保镖。,106141,60,说,adj,,14
4732,Experiment Group,,,,,,0.99,数学老师指导中学生们如何解决问题。,900031,61,,,,03
4732,Experiment Group,,13,,,short,1,服务员想知道谁怀疑演说家欺骗了建筑工人。,213011,62,怀疑,arg,,01
4732,Experiment Group,,,,,,0.06,领导自己的烦恼向倾诉朋友。,900009,63,,,,00
4732,Experiment Group,,18,,,long,0.09,船长想知道建筑师透露飞行员为什么责备了经济学家。,118082,64,透露,adj,,08
4733,Experiment Group,,,practice_good,practice_good,,1,,,0,,,0,
4733,Experiment Group,,,practice_bad,practice_bad,,0,,,0,,,0,
4733,Experiment Group,,,,,,0.99,部门经理的好朋友向父母倾诉了自己的烦恼。,900025,1,,,,02
4733,Experiment Group,,,,,,0.03,助理自己的缺点向指出经理。,900011,2,,,,01
4733,Experiment Group,,10,,,long,0.64,导游想知道外国人怀疑保安袭击了谁。,210012,3,怀疑,arg,,01
4733,Experiment Group,,9,,,short,0.99,将军想知道谁怀疑士兵跟踪了总统。,209011,4,怀疑,arg,,01
4733,Experiment Group,,,,,,0.98,广告商邀请客户参加在西餐厅举办的宴会。,900028,5,,,,02
4733,Experiment Group,,,,,,1,保姆想知道老爷爷午饭到底吃了些什么。,900032,6,,,,03
4733,Experiment Group,,,,,,0.01,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,900007,7,,,,00
4733,Experiment Group,,,,,,0.98,运动员的姐姐向老师请教了一个问题。,900026,8,,,,02
4733,Experiment Group,,13,,,short,0.86,服务员想知道售票员为什么说演说家欺骗了建筑工人。,113141,9,说,adj,,14
4733,Experiment Group,,,,,,0.02,基金管理员期待顾客可以成功历史学家。,900013,10,,,,01
4733,Experiment Group,,3,,,long,0.92,经理想知道厨师透露服务员接待了谁。,203082,11,透露,arg,,08
4733,Experiment Group,,19,,,long,0.32,经理想知道道士猜和尚夸奖了谁。,219132,12,猜,arg,,13
4733,Experiment Group,,,,,,0.02,背着书包的中学生冯阿姨想了解蒋部长瞧见了为什么,900008,13,,,,00
4733,Experiment Group,,7,,,long,0.12,村长想知道农民猜电工为什么无视了领导。,107132,14,猜,adj,,13
4733,Experiment Group,,,,,,0.96,数学老师指导中学生们如何解决问题。,900031,15,,,,03
4733,Experiment Group,,,,,,0.99,教导主任鼓励学生们追求自己的梦想。,900030,16,,,,03
4733,Experiment Group,,24,,,short,0.01,仓库管理员想知道采购员为什么透露保险代理人挖苦了模特。,124081,17,透露,adj,,08
4733,Experiment Group,,12,,,short,0.02,包工头想知道谁透露播音员打伤了算命先生。,212081,18,透露,arg,,08
4733,Experiment Group,,,,,,0.02,喝着豆浆为什么的老爷爷周老板想弄明白郑科长见到了,900004,19,,,,00
4733,Experiment Group,,,,,,0.02,领导自己的烦恼向倾诉朋友。,900009,20,,,,00
4733,Experiment Group,,16,,,short,0.74,大学生想知道记者为什么认同音乐老师夸赞了歌手。,116111,21,认同,adj,,11
4733,Experiment Group,,20,,,short,0,售货员想知道谁说摄影师指责了心理医生。,220141,22,说,arg,,14
4733,Experiment Group,,,,,,0.01,队员们自己的优势向隐瞒对手。,900012,23,,,,01
4733,Experiment Group,,,,,,0.98,村长不想见买了卡车的村民。,900022,24,,,,02
4733,Experiment Group,,22,,,short,0.99,顾问想知道外交官为什么猜生物学家嘲讽了哲学家。,122131,25,猜,adj,,13
4733,Experiment Group,,28,,,long,0.81,丞相想知道皇上证实将军威胁了谁。,228092,26,证实,arg,,09
4733,Experiment Group,,,,,,0.03,买了油条为什么的小男孩刘助理希望知道马秘书瞧见了,900001,27,,,,00
4733,Experiment Group,,,,,,0.26,国家领导人批准干部可以离职翻译官。,900014,28,,,,01
4733,Experiment Group,,31,,,long,0.81,心理学家想知道大学生说保姆讨好了谁。,231142,29,说,arg,,14
4733,Experiment Group,,,,,,0.98,外科医生鼓励病人多锻炼身体。,900027,30,,,,02
4733,Experiment Group,,,,,,0.98,部长没见过吃了包子的大学生。,900021,31,,,,02
4733,Experiment Group,,14,,,short,0.99,英语老师想知道谁证实中学生举报了店员。,214091,32,证实,arg,,09
4733,Experiment Group,,,,,,0.04,拿着烤肠为什么的小姑娘李经理想要打听陈校长见到了,900003,33,,,,00
4733,Experiment Group,,32,,,short,0.99,助手想知道军官为什么证实老师出卖了水手。,132091,34,证实,adj,,09
4733,Experiment Group,,1,,,short,0.76,老师想知道谁认同修理工打了快递员。,201111,35,认同,arg,,11
4733,Experiment Group,,,,,,0,学生自己的问题向提出老师。,900010,36,,,,01
4733,Experiment Group,,30,,,short,0.97,舞蹈老师想知道实习生为什么否认歌手赞美了剧作家。,130031,37,否认,adj,,03
4733,Experiment Group,,6,,,long,0.01,检察官想知道教练员认同音乐家开除了谁。,206112,38,认同,arg,,11
4733,Experiment Group,,,,,,0.96,顾问没注意到端着盘子的阿姨。,900023,39,,,,02
4733,Experiment Group,,17,,,long,0.03,会计想知道演员认同编辑为什么邀请了神父。,117112,40,认同,adj,,11
4733,Experiment Group,,,,,,0.98,装修师傅不想见到吃了汉堡的小女孩。,900024,41,,,,02
4733,Experiment Group,,8,,,short,0.97,侦探想知道售货员为什么怀疑飞行员羞辱了卡车司机。,108011,42,怀疑,adj,,01
4733,Experiment Group,,,,,,0.98,魏老师看到了看了报告的研究生。,900019,43,,,,01
4733,Experiment Group,,15,,,short,0.79,主持人想知道谁否认政府官员批评了总统候选人。,215031,44,否认,arg,,03
4733,Experiment Group,,11,,,long,0.02,政客想知道医生接受护士推倒了谁。,211062,45,接受,arg,,06
4733,Experiment Group,,,,,,0.99,校长遇到了扛着箱子的维修员。,900018,46,,,,01
4733,Experiment Group,,29,,,long,0.2,编辑想知道法务顾问否认杂技演员抚养了谁。,229032,47,否认,arg,,03
4733,Experiment Group,,21,,,long,0.02,省长想知道药剂师接受小报记者为什么采访了税务员。,121062,48,接受,adj,,06
4733,Experiment Group,,,,,,0.01,文艺评论家怀疑编辑可以偷懒教授。,900015,49,,,,01
4733,Experiment Group,,18,,,long,0.21,船长想知道建筑师说飞行员为什么责备了经济学家。,118142,50,说,adj,,14
4733,Experiment Group,,,,,,0.2,农业专家相信天文学家可以退休物理学家。,900016,51,,,,01
4733,Experiment Group,,27,,,long,0.78,法医想知道业务员透露罪犯为什么谋害了程序员。,127082,52,透露,adj,,08
4733,Experiment Group,,,,,,0.97,冯阿姨瞧见了背着书包的中学生。,900017,53,,,,01
4733,Experiment Group,,,,,,1,交警在马路边提醒行人要注意安全。,900029,54,,,,02
4733,Experiment Group,,4,,,short,0.95,教授想知道谁接受秘书批评了运动员。,204061,55,接受,arg,,06
4733,Experiment Group,,,,,,0.02,戴着眼镜的博士生郑科长想要打听费叔叔看到了为什么,900006,56,,,,00
4733,Experiment Group,,26,,,long,0.26,制片人想知道健身教练证实化妆师为什么监视了调酒师。,126092,57,证实,adj,,09
4733,Experiment Group,,23,,,long,0.81,园丁想知道水管工怀疑焊工为什么训斥了清洁工。,123012,58,怀疑,adj,,01
4733,Experiment Group,,,,,,0.98,教授认识修了桌子的工人。,900020,59,,,,02
4733,Experiment Group,,2,,,short,0.87,法官想知道谁猜警察审问了学生。,202131,60,猜,arg,,13
4733,Experiment Group,,,,,,0.02,穿着外套的老奶奶吴处长想知道赵先生见到了为什么,900005,61,,,,00
4733,Experiment Group,,25,,,short,0.97,美容师想知道房东为什么接受营养师吓唬了快餐店员。,125061,62,接受,adj,,06
4733,Experiment Group,,5,,,long,0.09,市长想知道议员否认艺术家为什么联系了毒枭。,105032,63,否认,adj,,03
4733,Experiment Group,,,,,,0.04,端着凉皮为什么的小伙子孙市长向人打听韩村长看到了,900002,64,,,,00
4815,Experiment Group,,,practice_good,practice_good,,0.98,,,0,,,0,
4815,Experiment Group,,,practice_bad,practice_bad,,0,,,0,,,0,
4815,Experiment Group,,,,,,0,助理自己的缺点向指出经理。,900011,1,,,,01
4815,Experiment Group,,19,,,long,1,经理想知道道士证实和尚夸奖了谁。,219092,2,证实,arg,,09
4815,Experiment Group,,25,,,short,1,美容师想知道谁说营养师吓唬了快餐店员。,225141,3,说,arg,,14
4815,Experiment Group,,,,,,0,买了油条为什么的小男孩刘助理希望知道马秘书瞧见了,900001,4,,,,00
4815,Experiment Group,,18,,,long,1,船长想知道建筑师保证飞行员责备了谁。,218072,5,保证,arg,,07
4815,Experiment Group,,,,,,0,队员们自己的优势向隐瞒对手。,900012,6,,,,01
4815,Experiment Group,,24,,,long,0.67,仓库管理员想知道采购员说保险代理人为什么挖苦了模特。,124142,7,说,adj,,14
4815,Experiment Group,,23,,,long,1,园丁想知道水管工认为焊工训斥了谁。,223122,8,认为,arg,,12
4815,Experiment Group,,,,,,0,基金管理员期待顾客可以成功历史学家。,900013,9,,,,01
4815,Experiment Group,,10,,,short,0.87,导游想知道谁认同保安袭击了商贩。,210111,10,认同,arg,,11
4815,Experiment Group,,,,,,1,广告商邀请客户参加在西餐厅举办的宴会。,900028,11,,,,02
4815,Experiment Group,,,,,,1,外科医生鼓励病人多锻炼身体。,900027,12,,,,02
4815,Experiment Group,,,,,,0.79,魏老师看到了看了报告的研究生。,900019,13,,,,01
4815,Experiment Group,,,,,,0,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,900007,14,,,,00
4815,Experiment Group,,,,,,0,戴着眼镜的博士生郑科长想要打听费叔叔看到了为什么,900006,15,,,,00
4815,Experiment Group,,,,,,1,校长遇到了扛着箱子的维修员。,900018,16,,,,01
4815,Experiment Group,,22,,,short,0,顾问想知道谁证实生物学家嘲讽了哲学家。,222091,17,证实,arg,,09
4815,Experiment Group,,12,,,long,0,包工头想知道和尚重申播音员打伤了谁。,212102,18,重申,arg,,10
4815,Experiment Group,,,,,,0,穿着外套的老奶奶吴处长想知道赵先生见到了为什么,900005,19,,,,00
4815,Experiment Group,,6,,,short,0.97,检察官想知道教练员为什么认为音乐家开除了保镖。,106121,20,认为,adj,,12
4815,Experiment Group,,,,,,0.94,顾问没注意到端着盘子的阿姨。,900023,21,,,,02
4815,Experiment Group,,,,,,0,端着凉皮为什么的小伙子孙市长向人打听韩村长看到了,900002,22,,,,00
4815,Experiment Group,,,,,,1,冯阿姨瞧见了背着书包的中学生。,900017,23,,,,01
4815,Experiment Group,,31,,,short,0.76,心理学家想知道大学生为什么否认保姆讨好了理发师。,131031,24,否认,adj,,03
4815,Experiment Group,,27,,,short,0.73,法医想知道谁认为罪犯谋害了程序员。,227121,25,认为,arg,,12
4815,Experiment Group,,,,,,0,领导自己的烦恼向倾诉朋友。,900009,26,,,,00
4815,Experiment Group,,28,,,long,0.64,丞相想知道皇上认为将军为什么威胁了大臣。,128122,27,认为,adj,,12
4815,Experiment Group,,4,,,short,0.77,教授想知道谁怀疑秘书批评了运动员。,204011,28,怀疑,arg,,01
4815,Experiment Group,,,,,,0.74,装修师傅不想见到吃了汉堡的小女孩。,900024,29,,,,02
4815,Experiment Group,,13,,,long,0.76,服务员想知道售票员重申演说家为什么欺骗了建筑工人。,113102,30,重申,adj,,10
4815,Experiment Group,,20,,,long,1,售货员想知道作曲家说摄影师指责了谁。,220142,31,说,arg,,14
4815,Experiment Group,,,,,,0.07,背着书包的中学生冯阿姨想了解蒋部长瞧见了为什么,900008,32,,,,00
4815,Experiment Group,,,,,,0.77,村长不想见买了卡车的村民。,900022,33,,,,02
4815,Experiment Group,,7,,,short,0.06,村长想知道谁保证电工无视了领导。,207071,34,保证,arg,,07
4815,Experiment Group,,30,,,long,0.54,舞蹈老师想知道实习生认同歌手赞美了谁。,230112,35,认同,arg,,11
4815,Experiment Group,,,,,,0.97,交警在马路边提醒行人要注意安全。,900029,36,,,,02
4815,Experiment Group,,,,,,0.86,部门经理的好朋友向父母倾诉了自己的烦恼。,900025,37,,,,02
4815,Experiment Group,,2,,,short,0.1,法官想知道律师为什么重申警察审问了学生。,102101,38,重申,adj,,10
4815,Experiment Group,,3,,,short,0.5,经理想知道厨师为什么认同服务员接待了乞丐。,103111,39,认同,adj,,11
4815,Experiment Group,,,,,,1,保姆想知道老爷爷午饭到底吃了些什么。,900032,40,,,,03
4815,Experiment Group,,14,,,long,0.42,英语老师想知道工程师认同中学生为什么举报了店员。,114112,41,认同,adj,,11
4815,Experiment Group,,,,,,0.6,国家领导人批准干部可以离职翻译官。,900014,42,,,,01
4815,Experiment Group,,,,,,0.02,拿着烤肠为什么的小姑娘李经理想要打听陈校长见到了,900003,43,,,,00
4815,Experiment Group,,,,,,0,学生自己的问题向提出老师。,900010,44,,,,01
4815,Experiment Group,,32,,,short,0.48,助手想知道军官为什么保证老师出卖了水手。,132071,45,保证,adj,,07
4815,Experiment Group,,21,,,long,0.78,省长想知道药剂师否认小报记者采访了谁。,221032,46,否认,arg,,03
4815,Experiment Group,,,,,,1,部长没见过吃了包子的大学生。,900021,47,,,,02
4815,Experiment Group,,17,,,short,0.73,会计想知道演员为什么说编辑邀请了神父。,117141,48,说,adj,,14
4815,Experiment Group,,,,,,0,喝着豆浆为什么的老爷爷周老板想弄明白郑科长见到了,900004,49,,,,00
4815,Experiment Group,,9,,,short,0.76,将军想知道间谍为什么证实士兵跟踪了总统。,109091,50,证实,adj,,09
4815,Experiment Group,,,,,,1,教授认识修了桌子的工人。,900020,51,,,,02
4815,Experiment Group,,,,,,0,农业专家相信天文学家可以退休物理学家。,900016,52,,,,01
4815,Experiment Group,,5,,,short,0.73,市长想知道谁否认艺术家联系了毒枭。,205031,53,否认,arg,,03
4815,Experiment Group,,1,,,long,0,老师想知道学生怀疑修理工为什么打了快递员。,101012,54,怀疑,adj,,01
4815,Experiment Group,,,,,,1,数学老师指导中学生们如何解决问题。,900031,55,,,,03
4815,Experiment Group,,15,,,long,0.38,主持人想知道学者否认政府官员为什么批评了总统候选人。,115032,56,否认,adj,,03
4815,Experiment Group,,11,,,long,0.24,政客想知道医生证实护士为什么推倒了男孩。,111092,57,证实,adj,,09
4815,Experiment Group,,,,,,1,运动员的姐姐向老师请教了一个问题。,900026,58,,,,02
4815,Experiment Group,,16,,,long,0.64,大学生想知道记者怀疑音乐老师夸赞了谁。,216012,59,怀疑,arg,,01
4815,Experiment Group,,29,,,short,0.16,编辑想知道谁重申杂技演员抚养了小女孩。,229101,60,重申,arg,,10
4815,Experiment Group,,,,,,1,教导主任鼓励学生们追求自己的梦想。,900030,61,,,,03
4815,Experiment Group,,26,,,long,0.34,制片人想知道健身教练保证化妆师为什么监视了调酒师。,126072,62,保证,adj,,07
4815,Experiment Group,,8,,,short,0.51,侦探想知道售货员为什么怀疑飞行员羞辱了卡车司机。,108011,63,怀疑,adj,,01
4815,Experiment Group,,,,,,0,文艺评论家怀疑编辑可以偷懒教授。,900015,64,,,,01
4843,Experiment Group,,,practice_good,practice_good,,1,,,0,,,0,
4843,Experiment Group,,,practice_bad,practice_bad,,0.03,,,0,,,0,
4843,Experiment Group,,30,,,short,0.35,舞蹈老师想知道谁抱怨歌手赞美了剧作家。,230041,1,抱怨,arg,,04
4843,Experiment Group,,,,,,0.9,教授认识修了桌子的工人。,900020,2,,,,02
4843,Experiment Group,,12,,,short,0.2,包工头想知道谁猜播音员打伤了算命先生。,212131,3,猜,arg,,13
4843,Experiment Group,,,,,,1,顾问没注意到端着盘子的阿姨。,900023,4,,,,02
4843,Experiment Group,,5,,,short,0.73,市长想知道议员为什么认同艺术家联系了毒枭。,105111,5,认同,adj,,11
4843,Experiment Group,,26,,,long,0.48,制片人想知道健身教练接受化妆师监视了谁。,226062,6,接受,arg,,06
4843,Experiment Group,,,,,,1,广告商邀请客户参加在西餐厅举办的宴会。,900028,7,,,,02
4843,Experiment Group,,15,,,long,0.53,主持人想知道学者证实政府官员批评了谁。,215092,8,证实,arg,,09
4843,Experiment Group,,,,,,0.79,基金管理员期待顾客可以成功历史学家。,900013,9,,,,01
4843,Experiment Group,,14,,,long,0.27,英语老师想知道工程师证实中学生为什么举报了店员。,114092,10,证实,adj,,09
4843,Experiment Group,,7,,,long,0,村长想知道农民抱怨电工为什么无视了领导。,107042,11,抱怨,adj,,04
4843,Experiment Group,,,,,,0,穿着外套的老奶奶吴处长想知道赵先生见到了为什么,900005,12,,,,00
4843,Experiment Group,,,,,,0.96,教导主任鼓励学生们追求自己的梦想。,900030,13,,,,03
4843,Experiment Group,,9,,,long,0.9,将军想知道间谍猜士兵为什么跟踪了总统。,109132,14,猜,adj,,13
4843,Experiment Group,,,,,,0.03,农业专家相信天文学家可以退休物理学家。,900016,15,,,,01
4843,Experiment Group,,28,,,short,0.58,丞相想知道谁证实将军威胁了大臣。,228091,16,证实,arg,,09
4843,Experiment Group,,18,,,short,0,船长想知道建筑师为什么透露飞行员责备了经济学家。,118081,17,透露,adj,,08
4843,Experiment Group,,,,,,0.37,助理自己的缺点向指出经理。,900011,18,,,,01
4843,Experiment Group,,,,,,0,拿着烤肠为什么的小姑娘李经理想要打听陈校长见到了,900003,19,,,,00
4843,Experiment Group,,2,,,long,0.38,法官想知道律师透露警察为什么审问了学生。,102082,20,透露,adj,,08
4843,Experiment Group,,6,,,short,0.32,检察官想知道教练员为什么证实音乐家开除了保镖。,106091,21,证实,adj,,09
4843,Experiment Group,,,,,,0,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,900007,22,,,,00
4843,Experiment Group,,,,,,0,买了油条为什么的小男孩刘助理希望知道马秘书瞧见了,900001,23,,,,00
4843,Experiment Group,,20,,,short,0.35,售货员想知道作曲家为什么猜摄影师指责了心理医生。,120131,24,猜,adj,,13
4843,Experiment Group,,,,,,0.05,端着凉皮为什么的小伙子孙市长向人打听韩村长看到了,900002,25,,,,00
4843,Experiment Group,,29,,,short,1,编辑想知道谁透露杂技演员抚养了小女孩。,229081,26,透露,arg,,08
4843,Experiment Group,,,,,,1,村长不想见买了卡车的村民。,900022,27,,,,02
4843,Experiment Group,,23,,,short,0.42,园丁想知道水管工为什么抱怨焊工训斥了清洁工。,123041,28,抱怨,adj,,04
4843,Experiment Group,,22,,,long,0.89,顾问想知道外交官说生物学家嘲讽了谁。,222142,29,说,arg,,14
4843,Experiment Group,,,,,,0.99,数学老师指导中学生们如何解决问题。,900031,30,,,,03
4843,Experiment Group,,28,,,long,0.29,法医想知道业务员说罪犯为什么谋害了程序员。,127142,31,说,adj,,14
4843,Experiment Group,,,,,,0.99,装修师傅不想见到吃了汉堡的小女孩。,900024,32,,,,02
4843,Experiment Group,,,,,,1,魏老师看到了看了报告的研究生。,900019,33,,,,01
4843,Experiment Group,,16,,,short,0.34,大学生想知道谁重申音乐老师夸赞了歌手。,216101,34,重申,arg,,10
4843,Experiment Group,,,,,,0.12,队员们自己的优势向隐瞒对手。,900012,35,,,,01
4843,Experiment Group,,,,,,1,运动员的姐姐向老师请教了一个问题。,900026,36,,,,02
4843,Experiment Group,,,,,,0.01,文艺评论家怀疑编辑可以偷懒教授。,900015,37,,,,01
4843,Experiment Group,,10,,,short,1,导游想知道外国人为什么说保安袭击了商贩。,110141,38,说,adj,,14
4843,Experiment Group,,17,,,long,0.62,会计想知道演员认同编辑邀请了谁。,217112,39,认同,arg,,11
4843,Experiment Group,,,,,,0,背着书包的中学生冯阿姨想了解蒋部长瞧见了为什么,900008,40,,,,00
4843,Experiment Group,,3,,,long,0.39,经理想知道厨师透露服务员接待了谁。,203082,41,透露,arg,,08
4843,Experiment Group,,,,,,1,外科医生鼓励病人多锻炼身体。,900027,42,,,,02
4843,Experiment Group,,31,,,long,0.64,心理学家想知道大学生抱怨保姆讨好了谁。,231042,43,抱怨,arg,,04
4843,Experiment Group,,13,,,short,0.78,服务员想知道谁认同演说家欺骗了建筑工人。,213111,44,认同,arg,,11
4843,Experiment Group,,,,,,0.42,学生自己的问题向提出老师。,900010,45,,,,01
4843,Experiment Group,,1,,,long,0.35,老师想知道学生认同修理工为什么打了快递员。,101112,46,认同,adj,,11
4843,Experiment Group,,,,,,0.98,冯阿姨瞧见了背着书包的中学生。,900017,47,,,,01
4843,Experiment Group,,24,,,long,0.42,仓库管理员想知道采购员重申保险代理人为什么挖苦了模特。,124102,48,重申,adj,,10
4843,Experiment Group,,4,,,short,0.39,教授想知道工程师为什么重申秘书批评了运动员。,104101,49,重申,adj,,10
4843,Experiment Group,,,,,,0.97,校长遇到了扛着箱子的维修员。,900018,50,,,,01
4843,Experiment Group,,11,,,short,0.97,政客想知道谁说护士推倒了男孩。,211141,51,说,arg,,14
4843,Experiment Group,,32,,,long,0.45,助手想知道军官重申老师出卖了谁。,232102,52,重申,arg,,10
4843,Experiment Group,,,,,,0.33,国家领导人批准干部可以离职翻译官。,900014,53,,,,01
4843,Experiment Group,,,,,,0.99,部长没见过吃了包子的大学生。,900021,54,,,,02
4843,Experiment Group,,,,,,0.42,领导自己的烦恼向倾诉朋友。,900009,55,,,,00
4843,Experiment Group,,,,,,0.96,部门经理的好朋友向父母倾诉了自己的烦恼。,900025,56,,,,02
4843,Experiment Group,,,,,,0.66,戴着眼镜的博士生郑科长想要打听费叔叔看到了为什么,900006,57,,,,00
4843,Experiment Group,,,,,,0.98,保姆想知道老爷爷午饭到底吃了些什么。,900032,58,,,,03
4843,Experiment Group,,19,,,short,0.42,经理想知道道士为什么接受和尚夸奖了乞丐。,119061,59,接受,adj,,06
4843,Experiment Group,,25,,,short,0.43,美容师想知道谁接受营养师吓唬了快餐店员。,225061,60,接受,arg,,06
4843,Experiment Group,,,,,,0.02,喝着豆浆为什么的老爷爷周老板想弄明白郑科长见到了,900004,61,,,,00
4843,Experiment Group,,,,,,0.97,交警在马路边提醒行人要注意安全。,900029,62,,,,02
4843,Experiment Group,,21,,,long,0.42,省长想知道药剂师接受小报记者为什么采访了税务员。,121062,63,接受,adj,,06
4843,Experiment Group,,8,,,long,0.6,侦探想知道售货员猜飞行员羞辱了谁。,208132,64,猜,arg,,13
4775,Experiment Group,,,practice_good,practice_good,,0.62,,,0,,,0,
4775,Experiment Group,,,practice_bad,practice_bad,,0.1,,,0,,,0,
4775,Experiment Group,,27,,,long,0.58,法医想知道业务员怀疑罪犯谋害了谁。,227012,1,怀疑,arg,,01
4775,Experiment Group,,31,,,long,0.63,心理学家想知道大学生猜保姆讨好了谁。,231132,2,猜,arg,,13
4775,Experiment Group,,,,,,0.06,穿着外套的老奶奶吴处长想知道赵先生见到了为什么,900005,3,,,,00
4775,Experiment Group,,1,,,short,0.8,老师想知道谁认为修理工打了快递员。,201121,4,认为,arg,,12
4775,Experiment Group,,,,,,0.27,农业专家相信天文学家可以退休物理学家。,900016,5,,,,01
4775,Experiment Group,,10,,,long,0.68,导游想知道外国人猜保安为什么袭击了商贩。,110132,6,猜,adj,,13
4775,Experiment Group,,,,,,1,数学老师指导中学生们如何解决问题。,900031,7,,,,03
4775,Experiment Group,,28,,,long,0.76,丞相想知道皇上重申将军为什么威胁了大臣。,128102,8,重申,adj,,10
4775,Experiment Group,,,,,,0.14,队员们自己的优势向隐瞒对手。,900012,9,,,,01
4775,Experiment Group,,14,,,short,0.7,英语老师想知道谁坚称中学生举报了店员。,214021,10,坚称,arg,,02
4775,Experiment Group,,5,,,long,0.72,市长想知道议员怀疑艺术家为什么联系了毒枭。,105012,11,怀疑,adj,,01
4775,Experiment Group,,,,,,0.07,文艺评论家怀疑编辑可以偷懒教授。,900015,12,,,,01
4775,Experiment Group,,6,,,long,0.78,检察官想知道教练员坚称音乐家为什么开除了保镖。,106022,13,坚称,adj,,02
4775,Experiment Group,,24,,,short,0.82,仓库管理员想知道采购员为什么认为保险代理人挖苦了模特。,124121,14,认为,adj,,12
4775,Experiment Group,,,,,,0.72,部长没见过吃了包子的大学生。,900021,15,,,,02
4775,Experiment Group,,,,,,0.11,国家领导人批准干部可以离职翻译官。,900014,16,,,,01
4775,Experiment Group,,,,,,0.76,外科医生鼓励病人多锻炼身体。,900027,17,,,,02
4775,Experiment Group,,,,,,0.79,冯阿姨瞧见了背着书包的中学生。,900017,18,,,,01
4775,Experiment Group,,17,,,long,0.74,会计想知道演员坚称编辑邀请了谁。,217022,19,坚称,arg,,02
4775,Experiment Group,,7,,,long,0.72,村长想知道农民否认电工为什么无视了领导。,107032,20,否认,adj,,03
4775,Experiment Group,,,,,,0.1,拿着烤肠为什么的小姑娘李经理想要打听陈校长见到了,900003,21,,,,00
4775,Experiment Group,,12,,,short,0.73,包工头想知道谁否认播音员打伤了算命先生。,212031,22,否认,arg,,03
4775,Experiment Group,,,,,,0.18,戴着眼镜的博士生郑科长想要打听费叔叔看到了为什么,900006,23,,,,00
4775,Experiment Group,,4,,,long,0.75,教授想知道工程师抱怨秘书为什么批评了运动员。,104042,24,抱怨,adj,,04
4775,Experiment Group,,,,,,0.75,教授认识修了桌子的工人。,900020,25,,,,02
4775,Experiment Group,,,,,,0.18,端着凉皮为什么的小伙子孙市长向人打听韩村长看到了,900002,26,,,,00
4775,Experiment Group,,21,,,short,0.79,省长想知道谁怀疑小报记者采访了税务员。,221011,27,怀疑,arg,,01
4775,Experiment Group,,,,,,0.75,背着书包的中学生冯阿姨想了解蒋部长瞧见了为什么,900008,28,,,,00
4775,Experiment Group,,,,,,0.28,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,900007,29,,,,00
4775,Experiment Group,,9,,,long,0.73,将军想知道间谍否认士兵跟踪了谁。,209032,30,否认,arg,,03
4775,Experiment Group,,,,,,0.18,喝着豆浆为什么的老爷爷周老板想弄明白郑科长见到了,900004,31,,,,00
4775,Experiment Group,,18,,,long,0.75,船长想知道建筑师接受飞行员责备了谁。,218062,32,接受,arg,,06
4775,Experiment Group,,,,,,0.75,交警在马路边提醒行人要注意安全。,900029,33,,,,02
4775,Experiment Group,,25,,,long,0.77,美容师想知道房东重申营养师吓唬了谁。,225102,34,重申,arg,,10
4775,Experiment Group,,22,,,short,0.78,顾问想知道外交官为什么重申生物学家嘲讽了哲学家。,122101,35,重申,adj,,10
4775,Experiment Group,,,,,,0.08,学生自己的问题向提出老师。,900010,36,,,,01
4775,Experiment Group,,3,,,long,0.82,经理想知道厨师抱怨服务员接待了谁。,203042,37,抱怨,arg,,04
4775,Experiment Group,,8,,,short,0.88,侦探想知道售货员为什么坚称飞行员羞辱了卡车司机。,108021,38,坚称,adj,,02
4775,Experiment Group,,,,,,0.79,保姆想知道老爷爷午饭到底吃了些什么。,900032,39,,,,03
4775,Experiment Group,,,,,,0.81,魏老师看到了看了报告的研究生。,900019,40,,,,01
4775,Experiment Group,,2,,,short,0.87,法官想知道谁抱怨警察审问了学生。,202041,41,抱怨,arg,,04
4775,Experiment Group,,16,,,long,0.77,大学生想知道记者认为音乐老师为什么夸赞了歌手。,116122,42,认为,adj,,12
4775,Experiment Group,,,,,,0.85,校长遇到了扛着箱子的维修员。,900018,43,,,,01
4775,Experiment Group,,13,,,short,0.87,服务员想知道售票员为什么怀疑演说家欺骗了建筑工人。,113011,44,怀疑,adj,,01
4775,Experiment Group,,,,,,0.93,部门经理的好朋友向父母倾诉了自己的烦恼。,900025,45,,,,02
4775,Experiment Group,,11,,,long,0.85,政客想知道医生接受护士为什么推倒了男孩。,111062,46,接受,adj,,06
4775,Experiment Group,,,,,,0.15,基金管理员期待顾客可以成功历史学家。,900013,47,,,,01
