workerid,proliferate.condition,first_response_value,item,item_number,item_type,length,response,sentence,verb_id,sentence_id,trial_sequence_total,verb,wh_type,wrong_attempts,error
4617,Experiment Group,,,,,,0.97,校长遇到了扛着箱子的维修员。,01,900018,47,,,,
4617,Experiment Group,,28,,,long,0.7,丞相想知道皇上记得将军为什么威胁了大臣。,08,128082,48,记得,adj,,
4617,Experiment Group,,3,,,short,0.98,经理想知道厨师为什么记得服务员接待了乞丐。,08,103081,49,记得,adj,,
4617,Experiment Group,,,,,,0.34,魏老师看到了看了报告的研究生。,01,900019,50,,,,
4617,Experiment Group,,7,,,long,0.49,村长想知道农民假装电工为什么无视了领导。,10,107102,51,假装,adj,,
4617,Experiment Group,,,,,,0.99,装修师傅不想见到吃了汉堡的小女孩。,02,900024,52,,,,
4617,Experiment Group,,,,,,0.97,顾问没注意到端着盘子的阿姨。,02,900023,53,,,,
4617,Experiment Group,,,,,,0.98,教导主任鼓励学生们追求自己的梦想。,03,900030,54,,,,
4617,Experiment Group,,,,,,0.99,数学老师指导中学生们如何解决问题。,03,900031,55,,,,
4617,Experiment Group,,23,,,short,0.98,园丁想知道谁觉得焊工训斥了清洁工。,02,223021,56,觉得,arg,,
4617,Experiment Group,,,,,,0.4,领导自己的烦恼向倾诉朋友。,00,900009,57,,,,
4617,Experiment Group,,20,,,long,0.43,售货员想知道作曲家感觉摄影师为什么指责了心理医生。,12,120122,58,感觉,adj,,
4617,Experiment Group,,2,,,short,0.99,法官想知道律师为什么认为警察审问了学生。,13,102131,59,认为,adj,,
4617,Experiment Group,,,,,,0.05,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,00,900007,60,,,,
4617,Experiment Group,,,,,,0.13,基金管理员期待顾客可以成功历史学家。,01,900013,61,,,,
4617,Experiment Group,,22,,,long,0.91,顾问想知道外交官猜生物学家为什么嘲讽了哲学家。,09,122092,62,猜,adj,,
4617,Experiment Group,,,,,,0.02,买了油条为什么的小男孩刘助理希望知道马秘书瞧见了,00,900001,63,,,,
4617,Experiment Group,,4,,,short,0.3,教授想知道工程师为什么想秘书批评了运动员。,05,104051,64,想,adj,,
4438,Experiment Group,,,practice_good,practice_good,,0.96,,,,0,,,0,
4438,Experiment Group,0.55,,practice_bad,practice_bad,,0.05,,,,0,,,1,
4438,Experiment Group,,32,,,long,0.02,助手想知道军官害怕老师为什么出卖了水手。,11,132112,1,害怕,adj,,
4438,Experiment Group,,,,,,0.96,村长不想见买了卡车的村民。,02,900022,2,,,,
4438,Experiment Group,,7,,,short,0.46,村长想知道农民为什么觉得电工无视了领导。,02,107021,3,觉得,adj,,
4438,Experiment Group,,9,,,short,0.05,将军想知道间谍为什么想士兵跟踪了总统。,05,109051,4,想,adj,,
4438,Experiment Group,,,,,,0.04,顾问没注意到端着盘子的阿姨。,02,900023,5,,,,
4438,Experiment Group,,4,,,long,0.05,教授想知道工程师记得秘书批评了谁。,08,204082,6,记得,arg,,
4438,Experiment Group,,,,,,0.02,穿着外套的老奶奶吴处长想知道赵先生见到了为什么,00,900005,7,,,,
4438,Experiment Group,,6,,,long,0.05,检察官想知道教练员猜音乐家为什么开除了保镖。,09,106092,8,猜,adj,,
4438,Experiment Group,,11,,,short,0.98,政客想知道医生为什么猜护士推倒了男孩。,09,111091,9,猜,adj,,
4438,Experiment Group,,,,,,0.05,学生自己的问题向提出老师。,01,900010,10,,,,
4438,Experiment Group,,28,,,short,0.03,丞相想知道皇上为什么记得将军威胁了大臣。,08,128081,11,记得,adj,,
4438,Experiment Group,,19,,,long,0.07,经理想知道道士认为和尚夸奖了谁。,13,219132,12,认为,arg,,
4438,Experiment Group,,,,,,0.97,魏老师看到了看了报告的研究生。,01,900019,13,,,,
4438,Experiment Group,,,,,,0.03,部门经理的好朋友向父母倾诉了自己的烦恼。,02,900025,14,,,,
4438,Experiment Group,,27,,,short,0.06,法医想知道业务员为什么认为罪犯谋害了程序员。,13,127131,15,认为,adj,,
4438,Experiment Group,,8,,,short,0.06,侦探想知道谁记得飞行员羞辱了卡车司机。,08,208081,16,记得,arg,,
4438,Experiment Group,,,,,,0.99,戴着眼镜的博士生郑科长想要打听费叔叔看到了为什么,00,900006,17,,,,
4438,Experiment Group,,24,,,long,0.04,仓库管理员想知道采购员觉得保险代理人挖苦了谁。,02,224022,18,觉得,arg,,
4438,Experiment Group,,,,,,0.96,广告商邀请客户参加在西餐厅举办的宴会。,02,900028,19,,,,
4438,Experiment Group,,,,,,0.97,装修师傅不想见到吃了汉堡的小女孩。,02,900024,20,,,,
4438,Experiment Group,,,,,,0.04,队员们自己的优势向隐瞒对手。,01,900012,21,,,,
4438,Experiment Group,,,,,,0.07,买了油条为什么的小男孩刘助理希望知道马秘书瞧见了,00,900001,22,,,,
4438,Experiment Group,,3,,,short,0.98,经理想知道谁写下来服务员接待了乞丐。,14,203141,23,写,arg,,
4438,Experiment Group,,,,,,0.99,教授认识修了桌子的工人。,02,900020,24,,,,
4438,Experiment Group,,12,,,short,0.07,包工头想知道谁觉得播音员打伤了算命先生。,02,212021,25,觉得,arg,,
4438,Experiment Group,,30,,,long,0.02,舞蹈老师想知道实习生觉得歌手为什么赞美了剧作家。,02,130022,26,觉得,adj,,
4438,Experiment Group,,,,,,0.97,校长遇到了扛着箱子的维修员。,01,900018,27,,,,
4438,Experiment Group,,25,,,long,0.03,美容师想知道房东认为营养师为什么吓唬了快餐店员。,13,125132,28,认为,adj,,
4438,Experiment Group,,23,,,long,0.02,园丁想知道水管工猜焊工训斥了谁。,09,223092,29,猜,arg,,
4438,Experiment Group,,,,,,0.97,保姆想知道老爷爷午饭到底吃了些什么。,03,900032,30,,,,
4438,Experiment Group,,5,,,long,0.98,市长想知道议员记得艺术家为什么联系了毒枭。,08,105082,31,记得,adj,,
4438,Experiment Group,,,,,,0.04,端着凉皮为什么的小伙子孙市长向人打听韩村长看到了,00,900002,32,,,,
4438,Experiment Group,,,,,,0.98,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,00,900007,33,,,,
4438,Experiment Group,,21,,,short,0.97,省长想知道谁猜小报记者采访了税务员。,09,221091,34,猜,arg,,
4438,Experiment Group,,,,,,0.04,拿着烤肠为什么的小姑娘李经理想要打听陈校长见到了,00,900003,35,,,,
4438,Experiment Group,,20,,,long,0.04,售货员想知道作曲家害怕摄影师指责了谁。,11,220112,36,害怕,arg,,
4438,Experiment Group,,13,,,long,0.03,服务员想知道售票员写下来演说家欺骗了谁。,14,213142,37,写,arg,,
4438,Experiment Group,,,,,,0.98,喝着豆浆为什么的老爷爷周老板想弄明白郑科长见到了,00,900004,38,,,,
4438,Experiment Group,,16,,,long,0.05,大学生想知道记者想音乐老师为什么夸赞了歌手。,05,116052,39,想,adj,,
4438,Experiment Group,,,,,,0.98,部长没见过吃了包子的大学生。,02,900021,40,,,,
4438,Experiment Group,,31,,,short,0.98,心理学家想知道大学生为什么害怕保姆讨好了理发师。,11,131111,41,害怕,adj,,
4438,Experiment Group,,15,,,long,0.98,主持人想知道学者想政府官员批评了谁。,05,215052,42,想,arg,,
4438,Experiment Group,,,,,,0.99,国家领导人批准干部可以离职翻译官。,01,900014,43,,,,
4438,Experiment Group,,,,,,0.04,领导自己的烦恼向倾诉朋友。,00,900009,44,,,,
4438,Experiment Group,,,,,,1,助理自己的缺点向指出经理。,01,900011,45,,,,
4438,Experiment Group,,26,,,long,0.05,制片人想知道健身教练说明化妆师为什么监视了调酒师。,04,126042,46,说明,adj,,
4438,Experiment Group,,2,,,short,0.01,法官想知道谁认为警察审问了学生。,13,202131,47,认为,arg,,
4438,Experiment Group,,,,,,0.03,基金管理员期待顾客可以成功历史学家。,01,900013,48,,,,
4438,Experiment Group,,,,,,0.02,外科医生鼓励病人多锻炼身体。,02,900027,49,,,,
4438,Experiment Group,,,,,,0.96,数学老师指导中学生们如何解决问题。,03,900031,50,,,,
4438,Experiment Group,,,,,,0.99,运动员的姐姐向老师请教了一个问题。,02,900026,51,,,,
4438,Experiment Group,,,,,,0.97,教导主任鼓励学生们追求自己的梦想。,03,900030,52,,,,
4438,Experiment Group,,22,,,short,0.98,顾问想知道谁说明生物学家嘲讽了哲学家。,04,222041,53,说明,arg,,
4438,Experiment Group,,1,,,short,0.01,老师想知道谁害怕修理工打了快递员。,11,201111,54,害怕,arg,,
4438,Experiment Group,,,,,,0.98,交警在马路边提醒行人要注意安全。,02,900029,55,,,,
4438,Experiment Group,,17,,,short,0.99,会计想知道演员为什么说明编辑邀请了神父。,04,117041,56,说明,adj,,
4438,Experiment Group,,,,,,0.03,文艺评论家怀疑编辑可以偷懒教授。,01,900015,57,,,,
4438,Experiment Group,,29,,,long,0.97,编辑想知道法务顾问写下来杂技演员为什么抚养了小女孩。,14,129142,58,写,adj,,
4438,Experiment Group,,,,,,0.05,农业专家相信天文学家可以退休物理学家。,01,900016,59,,,,
4438,Experiment Group,,18,,,short,0.04,船长想知道建筑师为什么写下来飞行员责备了经济学家。,14,118141,60,写,adj,,
4438,Experiment Group,,,,,,0.98,背着书包的中学生冯阿姨想了解蒋部长瞧见了为什么,00,900008,61,,,,
4438,Experiment Group,,,,,,0.97,冯阿姨瞧见了背着书包的中学生。,01,900017,62,,,,
4438,Experiment Group,,10,,,short,0.04,导游想知道谁想保安袭击了商贩。,05,210051,63,想,arg,,
4438,Experiment Group,,14,,,long,0.04,英语老师想知道工程师说明中学生举报了谁。,04,214042,64,说明,arg,,
4534,Experiment Group,,,practice_good,practice_good,,0.5,,,,0,,,0,
4534,Experiment Group,,,practice_bad,practice_bad,,0.01,,,,0,,,0,
4534,Experiment Group,,6,,,short,0.8,检察官想知道教练员为什么猜音乐家开除了保镖。,09,106091,1,猜,adj,,
4534,Experiment Group,,30,,,long,0.67,舞蹈老师想知道实习生想歌手赞美了谁。,05,230052,2,想,arg,,
4534,Experiment Group,,,,,,0.81,校长遇到了扛着箱子的维修员。,01,900018,3,,,,
4534,Experiment Group,,,,,,0.92,广告商邀请客户参加在西餐厅举办的宴会。,02,900028,4,,,,
4534,Experiment Group,,,,,,0.87,学生自己的问题向提出老师。,01,900010,5,,,,
4534,Experiment Group,,,,,,0.83,部长没见过吃了包子的大学生。,02,900021,6,,,,
4534,Experiment Group,,25,,,long,0.28,美容师想知道房东感觉营养师吓唬了谁。,12,225122,7,感觉,arg,,
4534,Experiment Group,,,,,,0.85,穿着外套的老奶奶吴处长想知道赵先生见到了为什么,00,900005,8,,,,
4534,Experiment Group,,,,,,0.93,冯阿姨瞧见了背着书包的中学生。,01,900017,9,,,,
4534,Experiment Group,,3,,,short,0.79,经理想知道谁认为服务员接待了乞丐。,13,203131,10,认为,arg,,
4534,Experiment Group,,7,,,long,0.74,村长想知道农民感觉电工为什么无视了领导。,12,107122,11,感觉,adj,,
4534,Experiment Group,,,,,,0.68,领导自己的烦恼向倾诉朋友。,00,900009,12,,,,
4534,Experiment Group,,,,,,0.79,拿着烤肠为什么的小姑娘李经理想要打听陈校长见到了,00,900003,13,,,,
4534,Experiment Group,,,,,,0.9,队员们自己的优势向隐瞒对手。,01,900012,14,,,,
4534,Experiment Group,,13,,,long,0.83,服务员想知道售票员说明演说家欺骗了谁。,04,213042,15,说明,arg,,
4534,Experiment Group,,20,,,short,0.81,售货员想知道作曲家为什么认为摄影师指责了心理医生。,13,120131,16,认为,adj,,
4534,Experiment Group,,,,,,0.96,戴着眼镜的博士生郑科长想要打听费叔叔看到了为什么,00,900006,17,,,,
4534,Experiment Group,,9,,,long,0.53,将军想知道间谍假装士兵跟踪了谁。,10,209102,18,假装,arg,,
4534,Experiment Group,,,,,,0.71,助理自己的缺点向指出经理。,01,900011,19,,,,
4534,Experiment Group,,,,,,0.71,装修师傅不想见到吃了汉堡的小女孩。,02,900024,20,,,,
4534,Experiment Group,,,,,,0.63,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,00,900007,21,,,,
4534,Experiment Group,,31,,,short,0.67,心理学家想知道谁写下来保姆讨好了理发师。,14,231141,22,写,arg,,
4534,Experiment Group,,32,,,short,0.47,助手想知道谁感觉老师出卖了水手。,12,232121,23,感觉,arg,,
4534,Experiment Group,,,,,,0.86,保姆想知道老爷爷午饭到底吃了些什么。,03,900032,24,,,,
4534,Experiment Group,,14,,,long,0.74,英语老师想知道工程师怕中学生为什么举报了店员。,06,114062,25,怕,adj,,
4534,Experiment Group,,2,,,long,0.22,法官想知道律师假装警察为什么审问了学生。,10,102102,26,假装,adj,,
4534,Experiment Group,,,,,,0.38,基金管理员期待顾客可以成功历史学家。,01,900013,27,,,,
4534,Experiment Group,,15,,,long,0.44,主持人想知道学者写下来政府官员为什么批评了总统候选人。,14,115142,28,写,adj,,
4534,Experiment Group,,,,,,0.59,村长不想见买了卡车的村民。,02,900022,29,,,,
4534,Experiment Group,,23,,,short,0.45,园丁想知道谁想焊工训斥了清洁工。,05,223051,30,想,arg,,
4534,Experiment Group,,8,,,short,0.67,侦探想知道售货员为什么感觉飞行员羞辱了卡车司机。,12,108121,31,感觉,adj,,
4534,Experiment Group,,,,,,0.75,喝着豆浆为什么的老爷爷周老板想弄明白郑科长见到了,00,900004,32,,,,
4534,Experiment Group,,11,,,long,0.57,政客想知道医生认为护士推倒了谁。,13,211132,33,认为,arg,,
4534,Experiment Group,,,,,,0.77,端着凉皮为什么的小伙子孙市长向人打听韩村长看到了,00,900002,34,,,,
4534,Experiment Group,,,,,,0.82,外科医生鼓励病人多锻炼身体。,02,900027,35,,,,
4534,Experiment Group,,26,,,long,0.84,制片人想知道健身教练想化妆师为什么监视了调酒师。,05,126052,36,想,adj,,
4534,Experiment Group,,4,,,long,0.69,教授想知道工程师说明秘书为什么批评了运动员。,04,104042,37,说明,adj,,
4534,Experiment Group,,,,,,0.84,运动员的姐姐向老师请教了一个问题。,02,900026,38,,,,
4534,Experiment Group,,,,,,0.9,顾问没注意到端着盘子的阿姨。,02,900023,39,,,,
4534,Experiment Group,,17,,,short,0.89,会计想知道演员为什么说明编辑邀请了神父。,04,117041,40,说明,adj,,
4534,Experiment Group,,,,,,0.8,文艺评论家怀疑编辑可以偷懒教授。,01,900015,41,,,,
4534,Experiment Group,,29,,,long,0.82,编辑想知道法务顾问怕杂技演员抚养了谁。,06,229062,42,怕,arg,,
4534,Experiment Group,,,,,,0.78,魏老师看到了看了报告的研究生。,01,900019,43,,,,
4534,Experiment Group,,,,,,0.91,买了油条为什么的小男孩刘助理希望知道马秘书瞧见了,00,900001,44,,,,
4534,Experiment Group,,18,,,short,0.48,船长想知道建筑师为什么怕飞行员责备了经济学家。,06,118061,45,怕,adj,,
4534,Experiment Group,,,,,,0.87,交警在马路边提醒行人要注意安全。,02,900029,46,,,,
4534,Experiment Group,,27,,,short,0.92,法医想知道业务员为什么写下来罪犯谋害了程序员。,14,127141,47,写,adj,,
4534,Experiment Group,,10,,,short,0.89,导游想知道谁说明保安袭击了商贩。,04,210041,48,说明,arg,,
4534,Experiment Group,,,,,,0.9,农业专家相信天文学家可以退休物理学家。,01,900016,49,,,,
4534,Experiment Group,,24,,,long,0.88,仓库管理员想知道采购员写下来保险代理人挖苦了谁。,14,224142,50,写,arg,,
4534,Experiment Group,,1,,,long,0.66,老师想知道学生猜修理工打了谁。,09,201092,51,猜,arg,,
4534,Experiment Group,,,,,,0.37,教导主任鼓励学生们追求自己的梦想。,03,900030,52,,,,
4534,Experiment Group,,16,,,short,0.55,大学生想知道谁假装音乐老师夸赞了歌手。,10,216101,53,假装,arg,,
4534,Experiment Group,,,,,,0.46,数学老师指导中学生们如何解决问题。,03,900031,54,,,,
4534,Experiment Group,,19,,,long,0.57,经理想知道道士认为和尚为什么夸奖了乞丐。,13,119132,55,认为,adj,,
4534,Experiment Group,,22,,,long,0.72,顾问想知道外交官猜生物学家为什么嘲讽了哲学家。,09,122092,56,猜,adj,,
4534,Experiment Group,,,,,,0.89,国家领导人批准干部可以离职翻译官。,01,900014,57,,,,
4534,Experiment Group,,,,,,0.72,背着书包的中学生冯阿姨想了解蒋部长瞧见了为什么,00,900008,58,,,,
4534,Experiment Group,,5,,,short,0.82,市长想知道议员为什么想艺术家联系了毒枭。,05,105051,59,想,adj,,
4534,Experiment Group,,,,,,0.93,教授认识修了桌子的工人。,02,900020,60,,,,
4534,Experiment Group,,12,,,short,0.65,包工头想知道谁猜播音员打伤了算命先生。,09,212091,61,猜,arg,,
4534,Experiment Group,,21,,,short,0.47,省长想知道谁怕小报记者采访了税务员。,06,221061,62,怕,arg,,
4534,Experiment Group,,,,,,0.77,部门经理的好朋友向父母倾诉了自己的烦恼。,02,900025,63,,,,
4534,Experiment Group,,28,,,short,0.84,丞相想知道皇上为什么假装将军威胁了大臣。,10,128101,64,假装,adj,,
4471,Experiment Group,,,practice_good,practice_good,,0.97,,,,0,,,0,
4471,Experiment Group,,,practice_bad,practice_bad,,0,,,,0,,,0,
4471,Experiment Group,,24,,,short,0.04,仓库管理员想知道谁说保险代理人挖苦了模特。,01,224011,1,说,arg,,
4471,Experiment Group,,,,,,0,助理自己的缺点向指出经理。,01,900011,2,,,,
4471,Experiment Group,,,,,,0.75,魏老师看到了看了报告的研究生。,01,900019,3,,,,
4471,Experiment Group,,,,,,1,外科医生鼓励病人多锻炼身体。,02,900027,4,,,,
4471,Experiment Group,,28,,,long,0.86,丞相想知道皇上害怕将军威胁了谁。,11,228112,5,害怕,arg,,
4471,Experiment Group,,,,,,1,运动员的姐姐向老师请教了一个问题。,02,900026,6,,,,
4471,Experiment Group,,15,,,long,0,主持人想知道学者记得政府官员为什么批评了总统候选人。,08,115082,7,记得,adj,,
4471,Experiment Group,,17,,,long,0.04,会计想知道演员想编辑邀请了谁。,05,217052,8,想,arg,,
4471,Experiment Group,,,,,,1,数学老师指导中学生们如何解决问题。,03,900031,9,,,,
4471,Experiment Group,,,,,,0.13,基金管理员期待顾客可以成功历史学家。,01,900013,10,,,,
4471,Experiment Group,,,,,,0,端着凉皮为什么的小伙子孙市长向人打听韩村长看到了,00,900002,11,,,,
4471,Experiment Group,,19,,,long,0.1,经理想知道道士说明和尚为什么夸奖了乞丐。,04,119042,12,说明,adj,,
4471,Experiment Group,,3,,,short,0.58,经理想知道厨师为什么记得服务员接待了乞丐。,08,103081,13,记得,adj,,
4471,Experiment Group,,,,,,1,交警在马路边提醒行人要注意安全。,02,900029,14,,,,
4471,Experiment Group,,,,,,0,领导自己的烦恼向倾诉朋友。,00,900009,15,,,,
4471,Experiment Group,,,,,,0,买了油条为什么的小男孩刘助理希望知道马秘书瞧见了,00,900001,16,,,,
4471,Experiment Group,,,,,,1,顾问没注意到端着盘子的阿姨。,02,900023,17,,,,
4471,Experiment Group,,12,,,long,0.05,包工头想知道和尚说明播音员打伤了谁。,04,212042,18,说明,arg,,
4471,Experiment Group,,,,,,1,冯阿姨瞧见了背着书包的中学生。,01,900017,19,,,,
4471,Experiment Group,,9,,,short,0.93,将军想知道间谍为什么说士兵跟踪了总统。,01,109011,20,说,adj,,
4471,Experiment Group,,21,,,short,0.05,省长想知道谁害怕小报记者采访了税务员。,11,221111,21,害怕,arg,,
4471,Experiment Group,,,,,,1,村长不想见买了卡车的村民。,02,900022,22,,,,
4471,Experiment Group,,29,,,short,0.12,编辑想知道法务顾问为什么怕杂技演员抚养了小女孩。,06,129061,23,怕,adj,,
4471,Experiment Group,,23,,,short,0.13,园丁想知道水管工为什么猜焊工训斥了清洁工。,09,123091,24,猜,adj,,
4471,Experiment Group,,,,,,1,保姆想知道老爷爷午饭到底吃了些什么。,03,900032,25,,,,
4471,Experiment Group,,1,,,short,0.26,老师想知道谁猜修理工打了快递员。,09,201091,26,猜,arg,,
4471,Experiment Group,,16,,,short,0.23,大学生想知道谁说明音乐老师夸赞了歌手。,04,216041,27,说明,arg,,
4471,Experiment Group,,,,,,0,喝着豆浆为什么的老爷爷周老板想弄明白郑科长见到了,00,900004,28,,,,
4471,Experiment Group,,7,,,long,0.4,村长想知道农民说电工为什么无视了领导。,01,107012,29,说,adj,,
4471,Experiment Group,,,,,,1,教授认识修了桌子的工人。,02,900020,30,,,,
4471,Experiment Group,,8,,,short,0.41,侦探想知道谁记得飞行员羞辱了卡车司机。,08,208081,31,记得,arg,,
4471,Experiment Group,,18,,,long,0.24,船长想知道建筑师猜飞行员责备了谁。,09,218092,32,猜,arg,,
4471,Experiment Group,,,,,,1,装修师傅不想见到吃了汉堡的小女孩。,02,900024,33,,,,
4471,Experiment Group,,,,,,1,教导主任鼓励学生们追求自己的梦想。,03,900030,34,,,,
4471,Experiment Group,,,,,,0.08,戴着眼镜的博士生郑科长想要打听费叔叔看到了为什么,00,900006,35,,,,
4471,Experiment Group,,30,,,long,0,舞蹈老师想知道实习生怕歌手为什么赞美了剧作家。,06,130062,36,怕,adj,,
4471,Experiment Group,,2,,,short,0.87,法官想知道律师为什么觉得警察审问了学生。,02,102021,37,觉得,adj,,
4471,Experiment Group,,,,,,0,队员们自己的优势向隐瞒对手。,01,900012,38,,,,
4471,Experiment Group,,,,,,0.02,国家领导人批准干部可以离职翻译官。,01,900014,39,,,,
4471,Experiment Group,,20,,,short,0.38,售货员想知道作曲家为什么害怕摄影师指责了心理医生。,11,120111,40,害怕,adj,,
4471,Experiment Group,,,,,,0,学生自己的问题向提出老师。,01,900010,41,,,,
4471,Experiment Group,,5,,,long,0.15,市长想知道议员觉得艺术家为什么联系了毒枭。,02,105022,42,觉得,adj,,
4471,Experiment Group,,,,,,1,部长没见过吃了包子的大学生。,02,900021,43,,,,
4471,Experiment Group,,4,,,short,0,教授想知道谁觉得秘书批评了运动员。,02,204021,44,觉得,arg,,
4471,Experiment Group,,14,,,long,0,英语老师想知道工程师害怕中学生为什么举报了店员。,11,114112,45,害怕,adj,,
4471,Experiment Group,,,,,,1,部门经理的好朋友向父母倾诉了自己的烦恼。,02,900025,46,,,,
4471,Experiment Group,,,,,,0,拿着烤肠为什么的小姑娘李经理想要打听陈校长见到了,00,900003,47,,,,
4471,Experiment Group,,27,,,long,0.91,法医想知道业务员觉得罪犯谋害了谁。,02,227022,48,觉得,arg,,
4471,Experiment Group,,,,,,0,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,00,900007,49,,,,
4471,Experiment Group,,26,,,long,0.77,制片人想知道健身教练说化妆师监视了谁。,01,226012,50,说,arg,,
4471,Experiment Group,,,,,,0.01,农业专家相信天文学家可以退休物理学家。,01,900016,51,,,,
4471,Experiment Group,,22,,,long,0,顾问想知道外交官猜生物学家为什么嘲讽了哲学家。,09,122092,52,猜,adj,,
4471,Experiment Group,,6,,,short,0.58,检察官想知道谁想音乐家开除了保镖。,05,206051,53,想,arg,,
4471,Experiment Group,,,,,,0,背着书包的中学生冯阿姨想了解蒋部长瞧见了为什么,00,900008,54,,,,
4471,Experiment Group,,,,,,0.04,文艺评论家怀疑编辑可以偷懒教授。,01,900015,55,,,,
4471,Experiment Group,,32,,,long,0.35,助手想知道军官记得老师出卖了谁。,08,232082,56,记得,arg,,
4471,Experiment Group,,31,,,long,0,心理学家想知道大学生想保姆为什么讨好了理发师。,05,131052,57,想,adj,,
4471,Experiment Group,,,,,,1,校长遇到了扛着箱子的维修员。,01,900018,58,,,,
4471,Experiment Group,,10,,,short,0.59,导游想知道谁怕保安袭击了商贩。,06,210061,59,怕,arg,,
4471,Experiment Group,,,,,,1,广告商邀请客户参加在西餐厅举办的宴会。,02,900028,60,,,,
4471,Experiment Group,,25,,,long,0.73,美容师想知道房东怕营养师吓唬了谁。,06,225062,61,怕,arg,,
4471,Experiment Group,,,,,,0,穿着外套的老奶奶吴处长想知道赵先生见到了为什么,00,900005,62,,,,
4471,Experiment Group,,13,,,short,0.3,服务员想知道售票员为什么说明演说家欺骗了建筑工人。,04,113041,63,说明,adj,,
4471,Experiment Group,,11,,,short,0.1,政客想知道医生为什么想护士推倒了男孩。,05,111051,64,想,adj,,
4588,Experiment Group,,,practice_good,practice_good,,0.98,,,,0,,,0,
4588,Experiment Group,,,practice_bad,practice_bad,,0,,,,0,,,0,
4588,Experiment Group,,6,,,short,0.5,检察官想知道教练员为什么怕音乐家开除了保镖。,06,106061,1,怕,adj,,
4588,Experiment Group,,12,,,short,0.05,包工头想知道和尚为什么想播音员打伤了算命先生。,05,112051,2,想,adj,,
4588,Experiment Group,,,,,,0.01,学生自己的问题向提出老师。,01,900010,3,,,,
4588,Experiment Group,,26,,,short,0,制片人想知道谁猜化妆师监视了调酒师。,09,226091,4,猜,arg,,
4588,Experiment Group,,14,,,long,0.01,英语老师想知道工程师害怕中学生为什么举报了店员。,11,114112,5,害怕,adj,,
4588,Experiment Group,,,,,,0.02,拿着烤肠为什么的小姑娘李经理想要打听陈校长见到了,00,900003,6,,,,
4588,Experiment Group,,,,,,0.84,戴着眼镜的博士生郑科长想要打听费叔叔看到了为什么,00,900006,7,,,,
4588,Experiment Group,,27,,,long,0.04,法医想知道业务员猜罪犯为什么谋害了程序员。,09,127092,8,猜,adj,,
4588,Experiment Group,,20,,,long,0.02,售货员想知道作曲家喜欢摄影师指责了谁。,07,220072,9,喜欢,arg,,
4588,Experiment Group,,,,,,0.05,背着书包的中学生冯阿姨想了解蒋部长瞧见了为什么,00,900008,10,,,,
4588,Experiment Group,,25,,,short,0.02,美容师想知道房东为什么害怕营养师吓唬了快餐店员。,11,125111,11,害怕,adj,,
4588,Experiment Group,,,,,,0.99,冯阿姨瞧见了背着书包的中学生。,01,900017,12,,,,
4588,Experiment Group,,,,,,0.97,运动员的姐姐向老师请教了一个问题。,02,900026,13,,,,
4588,Experiment Group,,21,,,short,0.97,省长想知道药剂师为什么猜小报记者采访了税务员。,09,121091,14,猜,adj,,
4588,Experiment Group,,,,,,0.98,交警在马路边提醒行人要注意安全。,02,900029,15,,,,
4588,Experiment Group,,9,,,long,0,将军想知道间谍说明士兵为什么跟踪了总统。,04,109042,16,说明,adj,,
4588,Experiment Group,,,,,,0.95,部门经理的好朋友向父母倾诉了自己的烦恼。,02,900025,17,,,,
4588,Experiment Group,,10,,,long,0.02,导游想知道外国人怕保安为什么袭击了商贩。,06,110062,18,怕,adj,,
4588,Experiment Group,,32,,,short,0.04,助手想知道军官为什么说老师出卖了水手。,01,132011,19,说,adj,,
4588,Experiment Group,,,,,,0.73,部长没见过吃了包子的大学生。,02,900021,20,,,,
4588,Experiment Group,,19,,,short,0.02,经理想知道谁想和尚夸奖了乞丐。,05,219051,21,想,arg,,
4588,Experiment Group,,3,,,long,0.86,经理想知道厨师害怕服务员接待了谁。,11,203112,22,害怕,arg,,
4588,Experiment Group,,,,,,0.99,数学老师指导中学生们如何解决问题。,03,900031,23,,,,
4588,Experiment Group,,,,,,0.02,喝着豆浆为什么的老爷爷周老板想弄明白郑科长见到了,00,900004,24,,,,
4588,Experiment Group,,,,,,0.93,装修师傅不想见到吃了汉堡的小女孩。,02,900024,25,,,,
4588,Experiment Group,,,,,,0.96,教导主任鼓励学生们追求自己的梦想。,03,900030,26,,,,
4588,Experiment Group,,29,,,short,0.02,编辑想知道谁喜欢杂技演员抚养了小女孩。,07,229071,27,喜欢,arg,,
4588,Experiment Group,,2,,,short,0.01,法官想知道律师为什么说明警察审问了学生。,04,102041,28,说明,adj,,
4588,Experiment Group,,,,,,0.03,文艺评论家怀疑编辑可以偷懒教授。,01,900015,29,,,,
4588,Experiment Group,,22,,,short,0.04,顾问想知道谁说明生物学家嘲讽了哲学家。,04,222041,30,说明,arg,,
4588,Experiment Group,,,,,,0.02,买了油条为什么的小男孩刘助理希望知道马秘书瞧见了,00,900001,31,,,,
4588,Experiment Group,,11,,,long,0.58,政客想知道医生猜护士推倒了谁。,09,211092,32,猜,arg,,
4588,Experiment Group,,,,,,0.02,助理自己的缺点向指出经理。,01,900011,33,,,,
