Unique_id,Lexicalization,wh-type,Verb,Length,Matrix,Emb_subj,Wh1,Emb_verb,Emb2_subj,Wh2,Emb2_verb,Emb2_object,sentence
112141,12,adj,说,short,包工头想知道,和尚,为什么,说,播音员,,打伤了,算命先生,包工头想知道和尚为什么说播音员打伤了算命先生。
112142,12,adj,说,long,包工头想知道,和尚,,说,播音员,为什么,打伤了,算命先生,包工头想知道和尚说播音员为什么打伤了算命先生。
113011,13,adj,怀疑,short,服务员想知道,售票员,为什么,怀疑,演说家,,欺骗了,建筑工人,服务员想知道售票员为什么怀疑演说家欺骗了建筑工人。
113012,13,adj,怀疑,long,服务员想知道,售票员,,怀疑,演说家,为什么,欺骗了,建筑工人,服务员想知道售票员怀疑演说家为什么欺骗了建筑工人。
113021,13,adj,宣布,short,服务员想知道,售票员,为什么,宣布,演说家,,欺骗了,建筑工人,服务员想知道售票员为什么宣布演说家欺骗了建筑工人。
113022,13,adj,宣布,long,服务员想知道,售票员,,宣布,演说家,为什么,欺骗了,建筑工人,服务员想知道售票员宣布演说家为什么欺骗了建筑工人。
113031,13,adj,打赌,short,服务员想知道,售票员,为什么,打赌,演说家,,欺骗了,建筑工人,服务员想知道售票员为什么打赌演说家欺骗了建筑工人。
113032,13,adj,打赌,long,服务员想知道,售票员,,打赌,演说家,为什么,欺骗了,建筑工人,服务员想知道售票员打赌演说家为什么欺骗了建筑工人。
113041,13,adj,抱怨,short,服务员想知道,售票员,为什么,抱怨,演说家,,欺骗了,建筑工人,服务员想知道售票员为什么抱怨演说家欺骗了建筑工人。
113042,13,adj,抱怨,long,服务员想知道,售票员,,抱怨,演说家,为什么,欺骗了,建筑工人,服务员想知道售票员抱怨演说家为什么欺骗了建筑工人。
113051,13,adj,承认,short,服务员想知道,售票员,为什么,承认,演说家,,欺骗了,建筑工人,服务员想知道售票员为什么承认演说家欺骗了建筑工人。
113052,13,adj,承认,long,服务员想知道,售票员,,承认,演说家,为什么,欺骗了,建筑工人,服务员想知道售票员承认演说家为什么欺骗了建筑工人。
113061,13,adj,接受,short,服务员想知道,售票员,为什么,接受,演说家,,欺骗了,建筑工人,服务员想知道售票员为什么接受演说家欺骗了建筑工人。
113062,13,adj,接受,long,服务员想知道,售票员,,接受,演说家,为什么,欺骗了,建筑工人,服务员想知道售票员接受演说家为什么欺骗了建筑工人。
113071,13,adj,保证,short,服务员想知道,售票员,为什么,保证,演说家,,欺骗了,建筑工人,服务员想知道售票员为什么保证演说家欺骗了建筑工人。
113072,13,adj,保证,long,服务员想知道,售票员,,保证,演说家,为什么,欺骗了,建筑工人,服务员想知道售票员保证演说家为什么欺骗了建筑工人。
113081,13,adj,强调,short,服务员想知道,售票员,为什么,强调,演说家,,欺骗了,建筑工人,服务员想知道售票员为什么强调演说家欺骗了建筑工人。
113082,13,adj,强调,long,服务员想知道,售票员,,强调,演说家,为什么,欺骗了,建筑工人,服务员想知道售票员强调演说家为什么欺骗了建筑工人。
113091,13,adj,确认,short,服务员想知道,售票员,为什么,确认,演说家,,欺骗了,建筑工人,服务员想知道售票员为什么确认演说家欺骗了建筑工人。
113092,13,adj,确认,long,服务员想知道,售票员,,确认,演说家,为什么,欺骗了,建筑工人,服务员想知道售票员确认演说家为什么欺骗了建筑工人。
113101,13,adj,重申,short,服务员想知道,售票员,为什么,重申,演说家,,欺骗了,建筑工人,服务员想知道售票员为什么重申演说家欺骗了建筑工人。
113102,13,adj,重申,long,服务员想知道,售票员,,重申,演说家,为什么,欺骗了,建筑工人,服务员想知道售票员重申演说家为什么欺骗了建筑工人。
113111,13,adj,宣称,short,服务员想知道,售票员,为什么,宣称,演说家,,欺骗了,建筑工人,服务员想知道售票员为什么宣称演说家欺骗了建筑工人。
113112,13,adj,宣称,long,服务员想知道,售票员,,宣称,演说家,为什么,欺骗了,建筑工人,服务员想知道售票员宣称演说家为什么欺骗了建筑工人。
113121,13,adj,认为,short,服务员想知道,售票员,为什么,认为,演说家,,欺骗了,建筑工人,服务员想知道售票员为什么认为演说家欺骗了建筑工人。
113122,13,adj,认为,long,服务员想知道,售票员,,认为,演说家,为什么,欺骗了,建筑工人,服务员想知道售票员认为演说家为什么欺骗了建筑工人。
113131,13,adj,猜,short,服务员想知道,售票员,为什么,猜,演说家,,欺骗了,建筑工人,服务员想知道售票员为什么猜演说家欺骗了建筑工人。
113132,13,adj,猜,long,服务员想知道,售票员,,猜,演说家,为什么,欺骗了,建筑工人,服务员想知道售票员猜演说家为什么欺骗了建筑工人。
113141,13,adj,说,short,服务员想知道,售票员,为什么,说,演说家,,欺骗了,建筑工人,服务员想知道售票员为什么说演说家欺骗了建筑工人。
113142,13,adj,说,long,服务员想知道,售票员,,说,演说家,为什么,欺骗了,建筑工人,服务员想知道售票员说演说家为什么欺骗了建筑工人。
114011,14,adj,怀疑,short,英语老师想知道,工程师,为什么,怀疑,中学生,,举报了,店员,英语老师想知道工程师为什么怀疑中学生举报了店员。
114012,14,adj,怀疑,long,英语老师想知道,工程师,,怀疑,中学生,为什么,举报了,店员,英语老师想知道工程师怀疑中学生为什么举报了店员。
114021,14,adj,宣布,short,英语老师想知道,工程师,为什么,宣布,中学生,,举报了,店员,英语老师想知道工程师为什么宣布中学生举报了店员。
114022,14,adj,宣布,long,英语老师想知道,工程师,,宣布,中学生,为什么,举报了,店员,英语老师想知道工程师宣布中学生为什么举报了店员。
114031,14,adj,打赌,short,英语老师想知道,工程师,为什么,打赌,中学生,,举报了,店员,英语老师想知道工程师为什么打赌中学生举报了店员。
114032,14,adj,打赌,long,英语老师想知道,工程师,,打赌,中学生,为什么,举报了,店员,英语老师想知道工程师打赌中学生为什么举报了店员。
114041,14,adj,抱怨,short,英语老师想知道,工程师,为什么,抱怨,中学生,,举报了,店员,英语老师想知道工程师为什么抱怨中学生举报了店员。
114042,14,adj,抱怨,long,英语老师想知道,工程师,,抱怨,中学生,为什么,举报了,店员,英语老师想知道工程师抱怨中学生为什么举报了店员。
114051,14,adj,承认,short,英语老师想知道,工程师,为什么,承认,中学生,,举报了,店员,英语老师想知道工程师为什么承认中学生举报了店员。
114052,14,adj,承认,long,英语老师想知道,工程师,,承认,中学生,为什么,举报了,店员,英语老师想知道工程师承认中学生为什么举报了店员。
114061,14,adj,接受,short,英语老师想知道,工程师,为什么,接受,中学生,,举报了,店员,英语老师想知道工程师为什么接受中学生举报了店员。
114062,14,adj,接受,long,英语老师想知道,工程师,,接受,中学生,为什么,举报了,店员,英语老师想知道工程师接受中学生为什么举报了店员。
114071,14,adj,保证,short,英语老师想知道,工程师,为什么,保证,中学生,,举报了,店员,英语老师想知道工程师为什么保证中学生举报了店员。
114072,14,adj,保证,long,英语老师想知道,工程师,,保证,中学生,为什么,举报了,店员,英语老师想知道工程师保证中学生为什么举报了店员。
114081,14,adj,强调,short,英语老师想知道,工程师,为什么,强调,中学生,,举报了,店员,英语老师想知道工程师为什么强调中学生举报了店员。
114082,14,adj,强调,long,英语老师想知道,工程师,,强调,中学生,为什么,举报了,店员,英语老师想知道工程师强调中学生为什么举报了店员。
114091,14,adj,确认,short,英语老师想知道,工程师,为什么,确认,中学生,,举报了,店员,英语老师想知道工程师为什么确认中学生举报了店员。
114092,14,adj,确认,long,英语老师想知道,工程师,,确认,中学生,为什么,举报了,店员,英语老师想知道工程师确认中学生为什么举报了店员。
114101,14,adj,重申,short,英语老师想知道,工程师,为什么,重申,中学生,,举报了,店员,英语老师想知道工程师为什么重申中学生举报了店员。
114102,14,adj,重申,long,英语老师想知道,工程师,,重申,中学生,为什么,举报了,店员,英语老师想知道工程师重申中学生为什么举报了店员。
114111,14,adj,宣称,short,英语老师想知道,工程师,为什么,宣称,中学生,,举报了,店员,英语老师想知道工程师为什么宣称中学生举报了店员。
114112,14,adj,宣称,long,英语老师想知道,工程师,,宣称,中学生,为什么,举报了,店员,英语老师想知道工程师宣称中学生为什么举报了店员。
114121,14,adj,认为,short,英语老师想知道,工程师,为什么,认为,中学生,,举报了,店员,英语老师想知道工程师为什么认为中学生举报了店员。
114122,14,adj,认为,long,英语老师想知道,工程师,,认为,中学生,为什么,举报了,店员,英语老师想知道工程师认为中学生为什么举报了店员。
114131,14,adj,猜,short,英语老师想知道,工程师,为什么,猜,中学生,,举报了,店员,英语老师想知道工程师为什么猜中学生举报了店员。
114132,14,adj,猜,long,英语老师想知道,工程师,,猜,中学生,为什么,举报了,店员,英语老师想知道工程师猜中学生为什么举报了店员。
114141,14,adj,说,short,英语老师想知道,工程师,为什么,说,中学生,,举报了,店员,英语老师想知道工程师为什么说中学生举报了店员。
114142,14,adj,说,long,英语老师想知道,工程师,,说,中学生,为什么,举报了,店员,英语老师想知道工程师说中学生为什么举报了店员。
115011,15,adj,怀疑,short,主持人想知道,学者,为什么,怀疑,政府官员,,批评了,总统候选人,主持人想知道学者为什么怀疑政府官员批评了总统候选人。
115012,15,adj,怀疑,long,主持人想知道,学者,,怀疑,政府官员,为什么,批评了,总统候选人,主持人想知道学者怀疑政府官员为什么批评了总统候选人。
115021,15,adj,宣布,short,主持人想知道,学者,为什么,宣布,政府官员,,批评了,总统候选人,主持人想知道学者为什么宣布政府官员批评了总统候选人。
115022,15,adj,宣布,long,主持人想知道,学者,,宣布,政府官员,为什么,批评了,总统候选人,主持人想知道学者宣布政府官员为什么批评了总统候选人。
115031,15,adj,打赌,short,主持人想知道,学者,为什么,打赌,政府官员,,批评了,总统候选人,主持人想知道学者为什么打赌政府官员批评了总统候选人。
115032,15,adj,打赌,long,主持人想知道,学者,,打赌,政府官员,为什么,批评了,总统候选人,主持人想知道学者打赌政府官员为什么批评了总统候选人。
115041,15,adj,抱怨,short,主持人想知道,学者,为什么,抱怨,政府官员,,批评了,总统候选人,主持人想知道学者为什么抱怨政府官员批评了总统候选人。
115042,15,adj,抱怨,long,主持人想知道,学者,,抱怨,政府官员,为什么,批评了,总统候选人,主持人想知道学者抱怨政府官员为什么批评了总统候选人。
115051,15,adj,承认,short,主持人想知道,学者,为什么,承认,政府官员,,批评了,总统候选人,主持人想知道学者为什么承认政府官员批评了总统候选人。
115052,15,adj,承认,long,主持人想知道,学者,,承认,政府官员,为什么,批评了,总统候选人,主持人想知道学者承认政府官员为什么批评了总统候选人。
115061,15,adj,接受,short,主持人想知道,学者,为什么,接受,政府官员,,批评了,总统候选人,主持人想知道学者为什么接受政府官员批评了总统候选人。
115062,15,adj,接受,long,主持人想知道,学者,,接受,政府官员,为什么,批评了,总统候选人,主持人想知道学者接受政府官员为什么批评了总统候选人。
115071,15,adj,保证,short,主持人想知道,学者,为什么,保证,政府官员,,批评了,总统候选人,主持人想知道学者为什么保证政府官员批评了总统候选人。
115072,15,adj,保证,long,主持人想知道,学者,,保证,政府官员,为什么,批评了,总统候选人,主持人想知道学者保证政府官员为什么批评了总统候选人。
115081,15,adj,强调,short,主持人想知道,学者,为什么,强调,政府官员,,批评了,总统候选人,主持人想知道学者为什么强调政府官员批评了总统候选人。
115082,15,adj,强调,long,主持人想知道,学者,,强调,政府官员,为什么,批评了,总统候选人,主持人想知道学者强调政府官员为什么批评了总统候选人。
115091,15,adj,确认,short,主持人想知道,学者,为什么,确认,政府官员,,批评了,总统候选人,主持人想知道学者为什么确认政府官员批评了总统候选人。
115092,15,adj,确认,long,主持人想知道,学者,,确认,政府官员,为什么,批评了,总统候选人,主持人想知道学者确认政府官员为什么批评了总统候选人。
115101,15,adj,重申,short,主持人想知道,学者,为什么,重申,政府官员,,批评了,总统候选人,主持人想知道学者为什么重申政府官员批评了总统候选人。
115102,15,adj,重申,long,主持人想知道,学者,,重申,政府官员,为什么,批评了,总统候选人,主持人想知道学者重申政府官员为什么批评了总统候选人。
115111,15,adj,宣称,short,主持人想知道,学者,为什么,宣称,政府官员,,批评了,总统候选人,主持人想知道学者为什么宣称政府官员批评了总统候选人。
115112,15,adj,宣称,long,主持人想知道,学者,,宣称,政府官员,为什么,批评了,总统候选人,主持人想知道学者宣称政府官员为什么批评了总统候选人。
115121,15,adj,认为,short,主持人想知道,学者,为什么,认为,政府官员,,批评了,总统候选人,主持人想知道学者为什么认为政府官员批评了总统候选人。
115122,15,adj,认为,long,主持人想知道,学者,,认为,政府官员,为什么,批评了,总统候选人,主持人想知道学者认为政府官员为什么批评了总统候选人。
115131,15,adj,猜,short,主持人想知道,学者,为什么,猜,政府官员,,批评了,总统候选人,主持人想知道学者为什么猜政府官员批评了总统候选人。
115132,15,adj,猜,long,主持人想知道,学者,,猜,政府官员,为什么,批评了,总统候选人,主持人想知道学者猜政府官员为什么批评了总统候选人。
115141,15,adj,说,short,主持人想知道,学者,为什么,说,政府官员,,批评了,总统候选人,主持人想知道学者为什么说政府官员批评了总统候选人。
115142,15,adj,说,long,主持人想知道,学者,,说,政府官员,为什么,批评了,总统候选人,主持人想知道学者说政府官员为什么批评了总统候选人。
116011,16,adj,怀疑,short,大学生想知道,记者,为什么,怀疑,音乐老师,,夸赞了,歌手,大学生想知道记者为什么怀疑音乐老师夸赞了歌手。
116012,16,adj,怀疑,long,大学生想知道,记者,,怀疑,音乐老师,为什么,夸赞了,歌手,大学生想知道记者怀疑音乐老师为什么夸赞了歌手。
116021,16,adj,宣布,short,大学生想知道,记者,为什么,宣布,音乐老师,,夸赞了,歌手,大学生想知道记者为什么宣布音乐老师夸赞了歌手。
116022,16,adj,宣布,long,大学生想知道,记者,,宣布,音乐老师,为什么,夸赞了,歌手,大学生想知道记者宣布音乐老师为什么夸赞了歌手。
116031,16,adj,打赌,short,大学生想知道,记者,为什么,打赌,音乐老师,,夸赞了,歌手,大学生想知道记者为什么打赌音乐老师夸赞了歌手。
116032,16,adj,打赌,long,大学生想知道,记者,,打赌,音乐老师,为什么,夸赞了,歌手,大学生想知道记者打赌音乐老师为什么夸赞了歌手。
116041,16,adj,抱怨,short,大学生想知道,记者,为什么,抱怨,音乐老师,,夸赞了,歌手,大学生想知道记者为什么抱怨音乐老师夸赞了歌手。
116042,16,adj,抱怨,long,大学生想知道,记者,,抱怨,音乐老师,为什么,夸赞了,歌手,大学生想知道记者抱怨音乐老师为什么夸赞了歌手。
116051,16,adj,承认,short,大学生想知道,记者,为什么,承认,音乐老师,,夸赞了,歌手,大学生想知道记者为什么承认音乐老师夸赞了歌手。
116052,16,adj,承认,long,大学生想知道,记者,,承认,音乐老师,为什么,夸赞了,歌手,大学生想知道记者承认音乐老师为什么夸赞了歌手。
116061,16,adj,接受,short,大学生想知道,记者,为什么,接受,音乐老师,,夸赞了,歌手,大学生想知道记者为什么接受音乐老师夸赞了歌手。
116062,16,adj,接受,long,大学生想知道,记者,,接受,音乐老师,为什么,夸赞了,歌手,大学生想知道记者接受音乐老师为什么夸赞了歌手。
116071,16,adj,保证,short,大学生想知道,记者,为什么,保证,音乐老师,,夸赞了,歌手,大学生想知道记者为什么保证音乐老师夸赞了歌手。
116072,16,adj,保证,long,大学生想知道,记者,,保证,音乐老师,为什么,夸赞了,歌手,大学生想知道记者保证音乐老师为什么夸赞了歌手。
116081,16,adj,强调,short,大学生想知道,记者,为什么,强调,音乐老师,,夸赞了,歌手,大学生想知道记者为什么强调音乐老师夸赞了歌手。
116082,16,adj,强调,long,大学生想知道,记者,,强调,音乐老师,为什么,夸赞了,歌手,大学生想知道记者强调音乐老师为什么夸赞了歌手。
116091,16,adj,确认,short,大学生想知道,记者,为什么,确认,音乐老师,,夸赞了,歌手,大学生想知道记者为什么确认音乐老师夸赞了歌手。
116092,16,adj,确认,long,大学生想知道,记者,,确认,音乐老师,为什么,夸赞了,歌手,大学生想知道记者确认音乐老师为什么夸赞了歌手。
116101,16,adj,重申,short,大学生想知道,记者,为什么,重申,音乐老师,,夸赞了,歌手,大学生想知道记者为什么重申音乐老师夸赞了歌手。
116102,16,adj,重申,long,大学生想知道,记者,,重申,音乐老师,为什么,夸赞了,歌手,大学生想知道记者重申音乐老师为什么夸赞了歌手。
116111,16,adj,宣称,short,大学生想知道,记者,为什么,宣称,音乐老师,,夸赞了,歌手,大学生想知道记者为什么宣称音乐老师夸赞了歌手。
116112,16,adj,宣称,long,大学生想知道,记者,,宣称,音乐老师,为什么,夸赞了,歌手,大学生想知道记者宣称音乐老师为什么夸赞了歌手。
116121,16,adj,认为,short,大学生想知道,记者,为什么,认为,音乐老师,,夸赞了,歌手,大学生想知道记者为什么认为音乐老师夸赞了歌手。
116122,16,adj,认为,long,大学生想知道,记者,,认为,音乐老师,为什么,夸赞了,歌手,大学生想知道记者认为音乐老师为什么夸赞了歌手。
116131,16,adj,猜,short,大学生想知道,记者,为什么,猜,音乐老师,,夸赞了,歌手,大学生想知道记者为什么猜音乐老师夸赞了歌手。
116132,16,adj,猜,long,大学生想知道,记者,,猜,音乐老师,为什么,夸赞了,歌手,大学生想知道记者猜音乐老师为什么夸赞了歌手。
116141,16,adj,说,short,大学生想知道,记者,为什么,说,音乐老师,,夸赞了,歌手,大学生想知道记者为什么说音乐老师夸赞了歌手。
116142,16,adj,说,long,大学生想知道,记者,,说,音乐老师,为什么,夸赞了,歌手,大学生想知道记者说音乐老师为什么夸赞了歌手。
201011,1,arg,怀疑,short,老师想知道,学生,为什么,怀疑,保安,,打了,快递员,老师想知道谁怀疑保安打了快递员。
201012,1,arg,怀疑,long,老师想知道,学生,,怀疑,修理工,为什么,打了,快递员,老师想知道学生怀疑修理工打了谁。
201021,1,arg,宣布,short,老师想知道,学生,为什么,宣布,修理工,,打了,快递员,老师想知道谁宣布修理工打了快递员。
201022,1,arg,宣布,long,老师想知道,学生,,宣布,修理工,为什么,打了,快递员,老师想知道学生宣布修理工打了谁。
201031,1,arg,打赌,short,老师想知道,学生,为什么,打赌,修理工,,打了,快递员,老师想知道谁打赌修理工打了快递员。
201032,1,arg,打赌,long,老师想知道,学生,,打赌,修理工,为什么,打了,快递员,老师想知道学生打赌修理工打了谁。
201041,1,arg,抱怨,short,老师想知道,学生,为什么,抱怨,修理工,,打了,快递员,老师想知道谁抱怨修理工打了快递员。
201042,1,arg,抱怨,long,老师想知道,学生,,抱怨,修理工,为什么,打了,快递员,老师想知道学生抱怨修理工打了谁。
201051,1,arg,承认,short,老师想知道,学生,为什么,承认,修理工,,打了,快递员,老师想知道谁承认修理工打了快递员。
201052,1,arg,承认,long,老师想知道,学生,,承认,修理工,为什么,打了,快递员,老师想知道学生承认修理工打了谁。
201061,1,arg,接受,short,老师想知道,学生,为什么,接受,修理工,,打了,快递员,老师想知道谁接受修理工打了快递员。
201062,1,arg,接受,long,老师想知道,学生,,接受,修理工,为什么,打了,快递员,老师想知道学生接受修理工打了谁。
201071,1,arg,保证,short,老师想知道,学生,为什么,保证,修理工,,打了,快递员,老师想知道谁保证修理工打了快递员。
201072,1,arg,保证,long,老师想知道,学生,,保证,修理工,为什么,打了,快递员,老师想知道学生保证修理工打了谁。
201081,1,arg,强调,short,老师想知道,学生,为什么,强调,修理工,,打了,快递员,老师想知道谁强调修理工打了快递员。
201082,1,arg,强调,long,老师想知道,学生,,强调,修理工,为什么,打了,快递员,老师想知道学生强调修理工打了谁。
201091,1,arg,确认,short,老师想知道,学生,为什么,确认,修理工,,打了,快递员,老师想知道谁确认修理工打了快递员。
201092,1,arg,确认,long,老师想知道,学生,,确认,修理工,为什么,打了,快递员,老师想知道学生确认修理工打了谁。
201101,1,arg,重申,short,老师想知道,学生,为什么,重申,修理工,,打了,快递员,老师想知道谁重申修理工打了快递员。
201102,1,arg,重申,long,老师想知道,学生,,重申,修理工,为什么,打了,快递员,老师想知道学生重申修理工打了谁。
201111,1,arg,宣称,short,老师想知道,学生,为什么,宣称,修理工,,打了,快递员,老师想知道谁宣称修理工打了快递员。
201112,1,arg,宣称,long,老师想知道,学生,,宣称,修理工,为什么,打了,快递员,老师想知道学生宣称修理工打了谁。
201121,1,arg,认为,short,老师想知道,学生,为什么,认为,修理工,,打了,快递员,老师想知道谁认为修理工打了快递员。
201122,1,arg,认为,long,老师想知道,学生,,认为,修理工,为什么,打了,快递员,老师想知道学生认为修理工打了谁。
201131,1,arg,猜,short,老师想知道,学生,为什么,猜,修理工,,打了,快递员,老师想知道谁猜修理工打了快递员。
201132,1,arg,猜,long,老师想知道,学生,,猜,修理工,为什么,打了,快递员,老师想知道学生猜修理工打了谁。
201141,1,arg,说,short,老师想知道,学生,为什么,说,修理工,,打了,快递员,老师想知道谁说修理工打了快递员。
201142,1,arg,说,long,老师想知道,学生,,说,修理工,为什么,打了,快递员,老师想知道学生说修理工打了谁。
202011,2,arg,怀疑,short,法官想知道,律师,为什么,怀疑,警察,,审问了,学生,法官想知道谁怀疑警察审问了学生。
202012,2,arg,怀疑,long,法官想知道,律师,,怀疑,警察,为什么,审问了,学生,法官想知道律师怀疑警察审问了谁。
202021,2,arg,宣布,short,法官想知道,律师,为什么,宣布,警察,,审问了,学生,法官想知道谁宣布警察审问了学生。
202022,2,arg,宣布,long,法官想知道,律师,,宣布,警察,为什么,审问了,学生,法官想知道律师宣布警察审问了谁。
202031,2,arg,打赌,short,法官想知道,律师,为什么,打赌,警察,,审问了,学生,法官想知道谁打赌警察审问了学生。
202032,2,arg,打赌,long,法官想知道,律师,,打赌,警察,为什么,审问了,学生,法官想知道律师打赌警察审问了谁。
202041,2,arg,抱怨,short,法官想知道,律师,为什么,抱怨,警察,,审问了,学生,法官想知道谁抱怨警察审问了学生。
202042,2,arg,抱怨,long,法官想知道,律师,,抱怨,警察,为什么,审问了,学生,法官想知道律师抱怨警察审问了谁。
202051,2,arg,承认,short,法官想知道,律师,为什么,承认,警察,,审问了,学生,法官想知道谁承认警察审问了学生。
202052,2,arg,承认,long,法官想知道,律师,,承认,警察,为什么,审问了,学生,法官想知道律师承认警察审问了谁。
202061,2,arg,接受,short,法官想知道,律师,为什么,接受,警察,,审问了,学生,法官想知道谁接受警察审问了学生。
202062,2,arg,接受,long,法官想知道,律师,,接受,警察,为什么,审问了,学生,法官想知道律师接受警察审问了谁。
202071,2,arg,保证,short,法官想知道,律师,为什么,保证,警察,,审问了,学生,法官想知道谁保证警察审问了学生。
202072,2,arg,保证,long,法官想知道,律师,,保证,警察,为什么,审问了,学生,法官想知道律师保证警察审问了谁。
202081,2,arg,强调,short,法官想知道,律师,为什么,强调,警察,,审问了,学生,法官想知道谁强调警察审问了学生。
202082,2,arg,强调,long,法官想知道,律师,,强调,警察,为什么,审问了,学生,法官想知道律师强调警察审问了谁。
202091,2,arg,确认,short,法官想知道,律师,为什么,确认,警察,,审问了,学生,法官想知道谁确认警察审问了学生。
202092,2,arg,确认,long,法官想知道,律师,,确认,警察,为什么,审问了,学生,法官想知道律师确认警察审问了谁。
202101,2,arg,重申,short,法官想知道,律师,为什么,重申,警察,,审问了,学生,法官想知道谁重申警察审问了学生。
202102,2,arg,重申,long,法官想知道,律师,,重申,警察,为什么,审问了,学生,法官想知道律师重申警察审问了谁。
202111,2,arg,宣称,short,法官想知道,律师,为什么,宣称,警察,,审问了,学生,法官想知道谁宣称警察审问了学生。
202112,2,arg,宣称,long,法官想知道,律师,,宣称,警察,为什么,审问了,学生,法官想知道律师宣称警察审问了谁。
202121,2,arg,认为,short,法官想知道,律师,为什么,认为,警察,,审问了,学生,法官想知道谁认为警察审问了学生。
202122,2,arg,认为,long,法官想知道,律师,,认为,警察,为什么,审问了,学生,法官想知道律师认为警察审问了谁。
202131,2,arg,猜,short,法官想知道,律师,为什么,猜,警察,,审问了,学生,法官想知道谁猜警察审问了学生。
202132,2,arg,猜,long,法官想知道,律师,,猜,警察,为什么,审问了,学生,法官想知道律师猜警察审问了谁。
202141,2,arg,说,short,法官想知道,律师,为什么,说,警察,,审问了,学生,法官想知道谁说警察审问了学生。
202142,2,arg,说,long,法官想知道,律师,,说,警察,为什么,审问了,学生,法官想知道律师说警察审问了谁。
203011,3,arg,怀疑,short,经理想知道,厨师,为什么,怀疑,服务员,,接待了,乞丐,经理想知道谁怀疑服务员接待了乞丐。
203012,3,arg,怀疑,long,经理想知道,厨师,,怀疑,服务员,为什么,接待了,乞丐,经理想知道厨师怀疑服务员接待了谁。
203021,3,arg,宣布,short,经理想知道,厨师,为什么,宣布,服务员,,接待了,乞丐,经理想知道谁宣布服务员接待了乞丐。
203022,3,arg,宣布,long,经理想知道,厨师,,宣布,服务员,为什么,接待了,乞丐,经理想知道厨师宣布服务员接待了谁。
203031,3,arg,打赌,short,经理想知道,厨师,为什么,打赌,服务员,,接待了,乞丐,经理想知道谁打赌服务员接待了乞丐。
203032,3,arg,打赌,long,经理想知道,厨师,,打赌,服务员,为什么,接待了,乞丐,经理想知道厨师打赌服务员接待了谁。
203041,3,arg,抱怨,short,经理想知道,厨师,为什么,抱怨,服务员,,接待了,乞丐,经理想知道谁抱怨服务员接待了乞丐。
203042,3,arg,抱怨,long,经理想知道,厨师,,抱怨,服务员,为什么,接待了,乞丐,经理想知道厨师抱怨服务员接待了谁。
203051,3,arg,承认,short,经理想知道,厨师,为什么,承认,服务员,,接待了,乞丐,经理想知道谁承认服务员接待了乞丐。
203052,3,arg,承认,long,经理想知道,厨师,,承认,服务员,为什么,接待了,乞丐,经理想知道厨师承认服务员接待了谁。
203061,3,arg,接受,short,经理想知道,厨师,为什么,接受,服务员,,接待了,乞丐,经理想知道谁接受服务员接待了乞丐。
203062,3,arg,接受,long,经理想知道,厨师,,接受,服务员,为什么,接待了,乞丐,经理想知道厨师接受服务员接待了谁。
203071,3,arg,保证,short,经理想知道,厨师,为什么,保证,服务员,,接待了,乞丐,经理想知道谁保证服务员接待了乞丐。
203072,3,arg,保证,long,经理想知道,厨师,,保证,服务员,为什么,接待了,乞丐,经理想知道厨师保证服务员接待了谁。
203081,3,arg,强调,short,经理想知道,厨师,为什么,强调,服务员,,接待了,乞丐,经理想知道谁强调服务员接待了乞丐。
203082,3,arg,强调,long,经理想知道,厨师,,强调,服务员,为什么,接待了,乞丐,经理想知道厨师强调服务员接待了谁。
203091,3,arg,确认,short,经理想知道,厨师,为什么,确认,服务员,,接待了,乞丐,经理想知道谁确认服务员接待了乞丐。
203092,3,arg,确认,long,经理想知道,厨师,,确认,服务员,为什么,接待了,乞丐,经理想知道厨师确认服务员接待了谁。
203101,3,arg,重申,short,经理想知道,厨师,为什么,重申,服务员,,接待了,乞丐,经理想知道谁重申服务员接待了乞丐。
203102,3,arg,重申,long,经理想知道,厨师,,重申,服务员,为什么,接待了,乞丐,经理想知道厨师重申服务员接待了谁。
203111,3,arg,宣称,short,经理想知道,厨师,为什么,宣称,服务员,,接待了,乞丐,经理想知道谁宣称服务员接待了乞丐。
203112,3,arg,宣称,long,经理想知道,厨师,,宣称,服务员,为什么,接待了,乞丐,经理想知道厨师宣称服务员接待了谁。
203121,3,arg,认为,short,经理想知道,厨师,为什么,认为,服务员,,接待了,乞丐,经理想知道谁认为服务员接待了乞丐。
203122,3,arg,认为,long,经理想知道,厨师,,认为,服务员,为什么,接待了,乞丐,经理想知道厨师认为服务员接待了谁。
203131,3,arg,猜,short,经理想知道,厨师,为什么,猜,服务员,,接待了,乞丐,经理想知道谁猜服务员接待了乞丐。
203132,3,arg,猜,long,经理想知道,厨师,,猜,服务员,为什么,接待了,乞丐,经理想知道厨师猜服务员接待了谁。
203141,3,arg,说,short,经理想知道,厨师,为什么,说,服务员,,接待了,乞丐,经理想知道谁说服务员接待了乞丐。
203142,3,arg,说,long,经理想知道,厨师,,说,服务员,为什么,接待了,乞丐,经理想知道厨师说服务员接待了谁。
204011,4,arg,怀疑,short,教授想知道,工程师,为什么,怀疑,秘书,,批评了,运动员,教授想知道谁怀疑秘书批评了运动员。
204012,4,arg,怀疑,long,教授想知道,工程师,,怀疑,秘书,为什么,批评了,运动员,教授想知道工程师怀疑秘书批评了谁。
