unique_id,Lexicalization,wh_type,Verb,Length,Matrix,Emb_subj,Wh1,Emb_verb,Emb2_subj,Wh2,Emb2_verb,Emb2_object,sentence
111131,11,adj,认为,short,政客想知道,医生,为什么,认为,护士,,推倒了,男孩,政客想知道医生为什么认为护士推倒了男孩。
111132,11,adj,认为,long,政客想知道,医生,,认为,护士,为什么,推倒了,男孩,政客想知道医生认为护士为什么推倒了男孩。
111141,11,adj,写,short,政客想知道,医生,为什么,写,护士,,推倒了,男孩,政客想知道医生为什么写护士推倒了男孩。
111142,11,adj,写,long,政客想知道,医生,,写,护士,为什么,推倒了,男孩,政客想知道医生写护士为什么推倒了男孩。
112011,12,adj,说,short,包工头想知道,和尚,为什么,说,播音员,,打伤了,算命先生,包工头想知道和尚为什么说播音员打伤了算命先生。
112012,12,adj,说,long,包工头想知道,和尚,,说,播音员,为什么,打伤了,算命先生,包工头想知道和尚说播音员为什么打伤了算命先生。
112021,12,adj,觉得,short,包工头想知道,和尚,为什么,觉得,播音员,,打伤了,算命先生,包工头想知道和尚为什么觉得播音员打伤了算命先生。
112022,12,adj,觉得,long,包工头想知道,和尚,,觉得,播音员,为什么,打伤了,算命先生,包工头想知道和尚觉得播音员为什么打伤了算命先生。
112031,12,adj,希望,short,包工头想知道,和尚,为什么,希望,播音员,,打伤了,算命先生,包工头想知道和尚为什么希望播音员打伤了算命先生。
112032,12,adj,希望,long,包工头想知道,和尚,,希望,播音员,为什么,打伤了,算命先生,包工头想知道和尚希望播音员为什么打伤了算命先生。
112041,12,adj,说明,short,包工头想知道,和尚,为什么,说明,播音员,,打伤了,算命先生,包工头想知道和尚为什么说明播音员打伤了算命先生。
112042,12,adj,说明,long,包工头想知道,和尚,,说明,播音员,为什么,打伤了,算命先生,包工头想知道和尚说明播音员为什么打伤了算命先生。
112051,12,adj,想,short,包工头想知道,和尚,为什么,想,播音员,,打伤了,算命先生,包工头想知道和尚为什么想播音员打伤了算命先生。
112052,12,adj,想,long,包工头想知道,和尚,,想,播音员,为什么,打伤了,算命先生,包工头想知道和尚想播音员为什么打伤了算命先生。
112061,12,adj,怕,short,包工头想知道,和尚,为什么,怕,播音员,,打伤了,算命先生,包工头想知道和尚为什么怕播音员打伤了算命先生。
112062,12,adj,怕,long,包工头想知道,和尚,,怕,播音员,为什么,打伤了,算命先生,包工头想知道和尚怕播音员为什么打伤了算命先生。
112071,12,adj,喜欢,short,包工头想知道,和尚,为什么,喜欢,播音员,,打伤了,算命先生,包工头想知道和尚为什么喜欢播音员打伤了算命先生。
112072,12,adj,喜欢,long,包工头想知道,和尚,,喜欢,播音员,为什么,打伤了,算命先生,包工头想知道和尚喜欢播音员为什么打伤了算命先生。
112081,12,adj,记得,short,包工头想知道,和尚,为什么,记得,播音员,,打伤了,算命先生,包工头想知道和尚为什么记得播音员打伤了算命先生。
112082,12,adj,记得,long,包工头想知道,和尚,,记得,播音员,为什么,打伤了,算命先生,包工头想知道和尚记得播音员为什么打伤了算命先生。
112091,12,adj,猜,short,包工头想知道,和尚,为什么,猜,播音员,,打伤了,算命先生,包工头想知道和尚为什么猜播音员打伤了算命先生。
112092,12,adj,猜,long,包工头想知道,和尚,,猜,播音员,为什么,打伤了,算命先生,包工头想知道和尚猜播音员为什么打伤了算命先生。
112101,12,adj,假装,short,包工头想知道,和尚,为什么,假装,播音员,,打伤了,算命先生,包工头想知道和尚为什么假装播音员打伤了算命先生。
112102,12,adj,假装,long,包工头想知道,和尚,,假装,播音员,为什么,打伤了,算命先生,包工头想知道和尚假装播音员为什么打伤了算命先生。
112111,12,adj,害怕,short,包工头想知道,和尚,为什么,害怕,播音员,,打伤了,算命先生,包工头想知道和尚为什么害怕播音员打伤了算命先生。
112112,12,adj,害怕,long,包工头想知道,和尚,,害怕,播音员,为什么,打伤了,算命先生,包工头想知道和尚害怕播音员为什么打伤了算命先生。
112121,12,adj,感觉,short,包工头想知道,和尚,为什么,感觉,播音员,,打伤了,算命先生,包工头想知道和尚为什么感觉播音员打伤了算命先生。
112122,12,adj,感觉,long,包工头想知道,和尚,,感觉,播音员,为什么,打伤了,算命先生,包工头想知道和尚感觉播音员为什么打伤了算命先生。
112131,12,adj,认为,short,包工头想知道,和尚,为什么,认为,播音员,,打伤了,算命先生,包工头想知道和尚为什么认为播音员打伤了算命先生。
112132,12,adj,认为,long,包工头想知道,和尚,,认为,播音员,为什么,打伤了,算命先生,包工头想知道和尚认为播音员为什么打伤了算命先生。
112141,12,adj,写,short,包工头想知道,和尚,为什么,写,播音员,,打伤了,算命先生,包工头想知道和尚为什么写播音员打伤了算命先生。
112142,12,adj,写,long,包工头想知道,和尚,,写,播音员,为什么,打伤了,算命先生,包工头想知道和尚写播音员为什么打伤了算命先生。
113011,13,adj,说,short,服务员想知道,售票员,为什么,说,演说家,,欺骗了,建筑工人,服务员想知道售票员为什么说演说家欺骗了建筑工人。
113012,13,adj,说,long,服务员想知道,售票员,,说,演说家,为什么,欺骗了,建筑工人,服务员想知道售票员说演说家为什么欺骗了建筑工人。
113021,13,adj,觉得,short,服务员想知道,售票员,为什么,觉得,演说家,,欺骗了,建筑工人,服务员想知道售票员为什么觉得演说家欺骗了建筑工人。
113022,13,adj,觉得,long,服务员想知道,售票员,,觉得,演说家,为什么,欺骗了,建筑工人,服务员想知道售票员觉得演说家为什么欺骗了建筑工人。
113031,13,adj,希望,short,服务员想知道,售票员,为什么,希望,演说家,,欺骗了,建筑工人,服务员想知道售票员为什么希望演说家欺骗了建筑工人。
113032,13,adj,希望,long,服务员想知道,售票员,,希望,演说家,为什么,欺骗了,建筑工人,服务员想知道售票员希望演说家为什么欺骗了建筑工人。
113041,13,adj,说明,short,服务员想知道,售票员,为什么,说明,演说家,,欺骗了,建筑工人,服务员想知道售票员为什么说明演说家欺骗了建筑工人。
113042,13,adj,说明,long,服务员想知道,售票员,,说明,演说家,为什么,欺骗了,建筑工人,服务员想知道售票员说明演说家为什么欺骗了建筑工人。
113051,13,adj,想,short,服务员想知道,售票员,为什么,想,演说家,,欺骗了,建筑工人,服务员想知道售票员为什么想演说家欺骗了建筑工人。
113052,13,adj,想,long,服务员想知道,售票员,,想,演说家,为什么,欺骗了,建筑工人,服务员想知道售票员想演说家为什么欺骗了建筑工人。
113061,13,adj,怕,short,服务员想知道,售票员,为什么,怕,演说家,,欺骗了,建筑工人,服务员想知道售票员为什么怕演说家欺骗了建筑工人。
113062,13,adj,怕,long,服务员想知道,售票员,,怕,演说家,为什么,欺骗了,建筑工人,服务员想知道售票员怕演说家为什么欺骗了建筑工人。
113071,13,adj,喜欢,short,服务员想知道,售票员,为什么,喜欢,演说家,,欺骗了,建筑工人,服务员想知道售票员为什么喜欢演说家欺骗了建筑工人。
113072,13,adj,喜欢,long,服务员想知道,售票员,,喜欢,演说家,为什么,欺骗了,建筑工人,服务员想知道售票员喜欢演说家为什么欺骗了建筑工人。
113081,13,adj,记得,short,服务员想知道,售票员,为什么,记得,演说家,,欺骗了,建筑工人,服务员想知道售票员为什么记得演说家欺骗了建筑工人。
113082,13,adj,记得,long,服务员想知道,售票员,,记得,演说家,为什么,欺骗了,建筑工人,服务员想知道售票员记得演说家为什么欺骗了建筑工人。
113091,13,adj,猜,short,服务员想知道,售票员,为什么,猜,演说家,,欺骗了,建筑工人,服务员想知道售票员为什么猜演说家欺骗了建筑工人。
113092,13,adj,猜,long,服务员想知道,售票员,,猜,演说家,为什么,欺骗了,建筑工人,服务员想知道售票员猜演说家为什么欺骗了建筑工人。
113101,13,adj,假装,short,服务员想知道,售票员,为什么,假装,演说家,,欺骗了,建筑工人,服务员想知道售票员为什么假装演说家欺骗了建筑工人。
113102,13,adj,假装,long,服务员想知道,售票员,,假装,演说家,为什么,欺骗了,建筑工人,服务员想知道售票员假装演说家为什么欺骗了建筑工人。
113111,13,adj,害怕,short,服务员想知道,售票员,为什么,害怕,演说家,,欺骗了,建筑工人,服务员想知道售票员为什么害怕演说家欺骗了建筑工人。
113112,13,adj,害怕,long,服务员想知道,售票员,,害怕,演说家,为什么,欺骗了,建筑工人,服务员想知道售票员害怕演说家为什么欺骗了建筑工人。
113121,13,adj,感觉,short,服务员想知道,售票员,为什么,感觉,演说家,,欺骗了,建筑工人,服务员想知道售票员为什么感觉演说家欺骗了建筑工人。
113122,13,adj,感觉,long,服务员想知道,售票员,,感觉,演说家,为什么,欺骗了,建筑工人,服务员想知道售票员感觉演说家为什么欺骗了建筑工人。
113131,13,adj,认为,short,服务员想知道,售票员,为什么,认为,演说家,,欺骗了,建筑工人,服务员想知道售票员为什么认为演说家欺骗了建筑工人。
113132,13,adj,认为,long,服务员想知道,售票员,,认为,演说家,为什么,欺骗了,建筑工人,服务员想知道售票员认为演说家为什么欺骗了建筑工人。
113141,13,adj,写,short,服务员想知道,售票员,为什么,写,演说家,,欺骗了,建筑工人,服务员想知道售票员为什么写演说家欺骗了建筑工人。
113142,13,adj,写,long,服务员想知道,售票员,,写,演说家,为什么,欺骗了,建筑工人,服务员想知道售票员写演说家为什么欺骗了建筑工人。
114011,14,adj,说,short,英语老师想知道,工程师,为什么,说,中学生,,举报了,店员,英语老师想知道工程师为什么说中学生举报了店员。
114012,14,adj,说,long,英语老师想知道,工程师,,说,中学生,为什么,举报了,店员,英语老师想知道工程师说中学生为什么举报了店员。
114021,14,adj,觉得,short,英语老师想知道,工程师,为什么,觉得,中学生,,举报了,店员,英语老师想知道工程师为什么觉得中学生举报了店员。
114022,14,adj,觉得,long,英语老师想知道,工程师,,觉得,中学生,为什么,举报了,店员,英语老师想知道工程师觉得中学生为什么举报了店员。
114031,14,adj,希望,short,英语老师想知道,工程师,为什么,希望,中学生,,举报了,店员,英语老师想知道工程师为什么希望中学生举报了店员。
114032,14,adj,希望,long,英语老师想知道,工程师,,希望,中学生,为什么,举报了,店员,英语老师想知道工程师希望中学生为什么举报了店员。
114041,14,adj,说明,short,英语老师想知道,工程师,为什么,说明,中学生,,举报了,店员,英语老师想知道工程师为什么说明中学生举报了店员。
114042,14,adj,说明,long,英语老师想知道,工程师,,说明,中学生,为什么,举报了,店员,英语老师想知道工程师说明中学生为什么举报了店员。
114051,14,adj,想,short,英语老师想知道,工程师,为什么,想,中学生,,举报了,店员,英语老师想知道工程师为什么想中学生举报了店员。
114052,14,adj,想,long,英语老师想知道,工程师,,想,中学生,为什么,举报了,店员,英语老师想知道工程师想中学生为什么举报了店员。
114061,14,adj,怕,short,英语老师想知道,工程师,为什么,怕,中学生,,举报了,店员,英语老师想知道工程师为什么怕中学生举报了店员。
114062,14,adj,怕,long,英语老师想知道,工程师,,怕,中学生,为什么,举报了,店员,英语老师想知道工程师怕中学生为什么举报了店员。
114071,14,adj,喜欢,short,英语老师想知道,工程师,为什么,喜欢,中学生,,举报了,店员,英语老师想知道工程师为什么喜欢中学生举报了店员。
114072,14,adj,喜欢,long,英语老师想知道,工程师,,喜欢,中学生,为什么,举报了,店员,英语老师想知道工程师喜欢中学生为什么举报了店员。
114081,14,adj,记得,short,英语老师想知道,工程师,为什么,记得,中学生,,举报了,店员,英语老师想知道工程师为什么记得中学生举报了店员。
114082,14,adj,记得,long,英语老师想知道,工程师,,记得,中学生,为什么,举报了,店员,英语老师想知道工程师记得中学生为什么举报了店员。
114091,14,adj,猜,short,英语老师想知道,工程师,为什么,猜,中学生,,举报了,店员,英语老师想知道工程师为什么猜中学生举报了店员。
114092,14,adj,猜,long,英语老师想知道,工程师,,猜,中学生,为什么,举报了,店员,英语老师想知道工程师猜中学生为什么举报了店员。
114101,14,adj,假装,short,英语老师想知道,工程师,为什么,假装,中学生,,举报了,店员,英语老师想知道工程师为什么假装中学生举报了店员。
114102,14,adj,假装,long,英语老师想知道,工程师,,假装,中学生,为什么,举报了,店员,英语老师想知道工程师假装中学生为什么举报了店员。
114111,14,adj,害怕,short,英语老师想知道,工程师,为什么,害怕,中学生,,举报了,店员,英语老师想知道工程师为什么害怕中学生举报了店员。
114112,14,adj,害怕,long,英语老师想知道,工程师,,害怕,中学生,为什么,举报了,店员,英语老师想知道工程师害怕中学生为什么举报了店员。
114121,14,adj,感觉,short,英语老师想知道,工程师,为什么,感觉,中学生,,举报了,店员,英语老师想知道工程师为什么感觉中学生举报了店员。
114122,14,adj,感觉,long,英语老师想知道,工程师,,感觉,中学生,为什么,举报了,店员,英语老师想知道工程师感觉中学生为什么举报了店员。
114131,14,adj,认为,short,英语老师想知道,工程师,为什么,认为,中学生,,举报了,店员,英语老师想知道工程师为什么认为中学生举报了店员。
114132,14,adj,认为,long,英语老师想知道,工程师,,认为,中学生,为什么,举报了,店员,英语老师想知道工程师认为中学生为什么举报了店员。
114141,14,adj,写,short,英语老师想知道,工程师,为什么,写,中学生,,举报了,店员,英语老师想知道工程师为什么写中学生举报了店员。
114142,14,adj,写,long,英语老师想知道,工程师,,写,中学生,为什么,举报了,店员,英语老师想知道工程师写中学生为什么举报了店员。
115011,15,adj,说,short,主持人想知道,学者,为什么,说,政府官员,,批评了,总统候选人,主持人想知道学者为什么说政府官员批评了总统候选人。
115012,15,adj,说,long,主持人想知道,学者,,说,政府官员,为什么,批评了,总统候选人,主持人想知道学者说政府官员为什么批评了总统候选人。
115021,15,adj,觉得,short,主持人想知道,学者,为什么,觉得,政府官员,,批评了,总统候选人,主持人想知道学者为什么觉得政府官员批评了总统候选人。
115022,15,adj,觉得,long,主持人想知道,学者,,觉得,政府官员,为什么,批评了,总统候选人,主持人想知道学者觉得政府官员为什么批评了总统候选人。
115031,15,adj,希望,short,主持人想知道,学者,为什么,希望,政府官员,,批评了,总统候选人,主持人想知道学者为什么希望政府官员批评了总统候选人。
115032,15,adj,希望,long,主持人想知道,学者,,希望,政府官员,为什么,批评了,总统候选人,主持人想知道学者希望政府官员为什么批评了总统候选人。
115041,15,adj,说明,short,主持人想知道,学者,为什么,说明,政府官员,,批评了,总统候选人,主持人想知道学者为什么说明政府官员批评了总统候选人。
115042,15,adj,说明,long,主持人想知道,学者,,说明,政府官员,为什么,批评了,总统候选人,主持人想知道学者说明政府官员为什么批评了总统候选人。
115051,15,adj,想,short,主持人想知道,学者,为什么,想,政府官员,,批评了,总统候选人,主持人想知道学者为什么想政府官员批评了总统候选人。
115052,15,adj,想,long,主持人想知道,学者,,想,政府官员,为什么,批评了,总统候选人,主持人想知道学者想政府官员为什么批评了总统候选人。
115061,15,adj,怕,short,主持人想知道,学者,为什么,怕,政府官员,,批评了,总统候选人,主持人想知道学者为什么怕政府官员批评了总统候选人。
115062,15,adj,怕,long,主持人想知道,学者,,怕,政府官员,为什么,批评了,总统候选人,主持人想知道学者怕政府官员为什么批评了总统候选人。
115071,15,adj,喜欢,short,主持人想知道,学者,为什么,喜欢,政府官员,,批评了,总统候选人,主持人想知道学者为什么喜欢政府官员批评了总统候选人。
115072,15,adj,喜欢,long,主持人想知道,学者,,喜欢,政府官员,为什么,批评了,总统候选人,主持人想知道学者喜欢政府官员为什么批评了总统候选人。
115081,15,adj,记得,short,主持人想知道,学者,为什么,记得,政府官员,,批评了,总统候选人,主持人想知道学者为什么记得政府官员批评了总统候选人。
115082,15,adj,记得,long,主持人想知道,学者,,记得,政府官员,为什么,批评了,总统候选人,主持人想知道学者记得政府官员为什么批评了总统候选人。
115091,15,adj,猜,short,主持人想知道,学者,为什么,猜,政府官员,,批评了,总统候选人,主持人想知道学者为什么猜政府官员批评了总统候选人。
115092,15,adj,猜,long,主持人想知道,学者,,猜,政府官员,为什么,批评了,总统候选人,主持人想知道学者猜政府官员为什么批评了总统候选人。
115101,15,adj,假装,short,主持人想知道,学者,为什么,假装,政府官员,,批评了,总统候选人,主持人想知道学者为什么假装政府官员批评了总统候选人。
115102,15,adj,假装,long,主持人想知道,学者,,假装,政府官员,为什么,批评了,总统候选人,主持人想知道学者假装政府官员为什么批评了总统候选人。
115111,15,adj,害怕,short,主持人想知道,学者,为什么,害怕,政府官员,,批评了,总统候选人,主持人想知道学者为什么害怕政府官员批评了总统候选人。
115112,15,adj,害怕,long,主持人想知道,学者,,害怕,政府官员,为什么,批评了,总统候选人,主持人想知道学者害怕政府官员为什么批评了总统候选人。
115121,15,adj,感觉,short,主持人想知道,学者,为什么,感觉,政府官员,,批评了,总统候选人,主持人想知道学者为什么感觉政府官员批评了总统候选人。
115122,15,adj,感觉,long,主持人想知道,学者,,感觉,政府官员,为什么,批评了,总统候选人,主持人想知道学者感觉政府官员为什么批评了总统候选人。
115131,15,adj,认为,short,主持人想知道,学者,为什么,认为,政府官员,,批评了,总统候选人,主持人想知道学者为什么认为政府官员批评了总统候选人。
115132,15,adj,认为,long,主持人想知道,学者,,认为,政府官员,为什么,批评了,总统候选人,主持人想知道学者认为政府官员为什么批评了总统候选人。
115141,15,adj,写,short,主持人想知道,学者,为什么,写,政府官员,,批评了,总统候选人,主持人想知道学者为什么写政府官员批评了总统候选人。
115142,15,adj,写,long,主持人想知道,学者,,写,政府官员,为什么,批评了,总统候选人,主持人想知道学者写政府官员为什么批评了总统候选人。
116011,16,adj,说,short,大学生想知道,记者,为什么,说,音乐老师,,夸赞了,歌手,大学生想知道记者为什么说音乐老师夸赞了歌手。
116012,16,adj,说,long,大学生想知道,记者,,说,音乐老师,为什么,夸赞了,歌手,大学生想知道记者说音乐老师为什么夸赞了歌手。
116021,16,adj,觉得,short,大学生想知道,记者,为什么,觉得,音乐老师,,夸赞了,歌手,大学生想知道记者为什么觉得音乐老师夸赞了歌手。
116022,16,adj,觉得,long,大学生想知道,记者,,觉得,音乐老师,为什么,夸赞了,歌手,大学生想知道记者觉得音乐老师为什么夸赞了歌手。
116031,16,adj,希望,short,大学生想知道,记者,为什么,希望,音乐老师,,夸赞了,歌手,大学生想知道记者为什么希望音乐老师夸赞了歌手。
116032,16,adj,希望,long,大学生想知道,记者,,希望,音乐老师,为什么,夸赞了,歌手,大学生想知道记者希望音乐老师为什么夸赞了歌手。
116041,16,adj,说明,short,大学生想知道,记者,为什么,说明,音乐老师,,夸赞了,歌手,大学生想知道记者为什么说明音乐老师夸赞了歌手。
116042,16,adj,说明,long,大学生想知道,记者,,说明,音乐老师,为什么,夸赞了,歌手,大学生想知道记者说明音乐老师为什么夸赞了歌手。
116051,16,adj,想,short,大学生想知道,记者,为什么,想,音乐老师,,夸赞了,歌手,大学生想知道记者为什么想音乐老师夸赞了歌手。
116052,16,adj,想,long,大学生想知道,记者,,想,音乐老师,为什么,夸赞了,歌手,大学生想知道记者想音乐老师为什么夸赞了歌手。
116061,16,adj,怕,short,大学生想知道,记者,为什么,怕,音乐老师,,夸赞了,歌手,大学生想知道记者为什么怕音乐老师夸赞了歌手。
116062,16,adj,怕,long,大学生想知道,记者,,怕,音乐老师,为什么,夸赞了,歌手,大学生想知道记者怕音乐老师为什么夸赞了歌手。
116071,16,adj,喜欢,short,大学生想知道,记者,为什么,喜欢,音乐老师,,夸赞了,歌手,大学生想知道记者为什么喜欢音乐老师夸赞了歌手。
116072,16,adj,喜欢,long,大学生想知道,记者,,喜欢,音乐老师,为什么,夸赞了,歌手,大学生想知道记者喜欢音乐老师为什么夸赞了歌手。
116081,16,adj,记得,short,大学生想知道,记者,为什么,记得,音乐老师,,夸赞了,歌手,大学生想知道记者为什么记得音乐老师夸赞了歌手。
116082,16,adj,记得,long,大学生想知道,记者,,记得,音乐老师,为什么,夸赞了,歌手,大学生想知道记者记得音乐老师为什么夸赞了歌手。
116091,16,adj,猜,short,大学生想知道,记者,为什么,猜,音乐老师,,夸赞了,歌手,大学生想知道记者为什么猜音乐老师夸赞了歌手。
116092,16,adj,猜,long,大学生想知道,记者,,猜,音乐老师,为什么,夸赞了,歌手,大学生想知道记者猜音乐老师为什么夸赞了歌手。
116101,16,adj,假装,short,大学生想知道,记者,为什么,假装,音乐老师,,夸赞了,歌手,大学生想知道记者为什么假装音乐老师夸赞了歌手。
116102,16,adj,假装,long,大学生想知道,记者,,假装,音乐老师,为什么,夸赞了,歌手,大学生想知道记者假装音乐老师为什么夸赞了歌手。
116111,16,adj,害怕,short,大学生想知道,记者,为什么,害怕,音乐老师,,夸赞了,歌手,大学生想知道记者为什么害怕音乐老师夸赞了歌手。
116112,16,adj,害怕,long,大学生想知道,记者,,害怕,音乐老师,为什么,夸赞了,歌手,大学生想知道记者害怕音乐老师为什么夸赞了歌手。
116121,16,adj,感觉,short,大学生想知道,记者,为什么,感觉,音乐老师,,夸赞了,歌手,大学生想知道记者为什么感觉音乐老师夸赞了歌手。
116122,16,adj,感觉,long,大学生想知道,记者,,感觉,音乐老师,为什么,夸赞了,歌手,大学生想知道记者感觉音乐老师为什么夸赞了歌手。
116131,16,adj,认为,short,大学生想知道,记者,为什么,认为,音乐老师,,夸赞了,歌手,大学生想知道记者为什么认为音乐老师夸赞了歌手。
116132,16,adj,认为,long,大学生想知道,记者,,认为,音乐老师,为什么,夸赞了,歌手,大学生想知道记者认为音乐老师为什么夸赞了歌手。
116141,16,adj,写,short,大学生想知道,记者,为什么,写,音乐老师,,夸赞了,歌手,大学生想知道记者为什么写音乐老师夸赞了歌手。
116142,16,adj,写,long,大学生想知道,记者,,写,音乐老师,为什么,夸赞了,歌手,大学生想知道记者写音乐老师为什么夸赞了歌手。
201011,1,arg,说,short,老师想知道,学生,为什么,说,保安,,打了,快递员,老师想知道谁说保安打了快递员。
201012,1,arg,说,long,老师想知道,学生,,说,修理工,为什么,打了,快递员,老师想知道学生说修理工打了谁。
201021,1,arg,觉得,short,老师想知道,学生,为什么,觉得,修理工,,打了,快递员,老师想知道谁觉得修理工打了快递员。
201022,1,arg,觉得,long,老师想知道,学生,,觉得,修理工,为什么,打了,快递员,老师想知道学生觉得修理工打了谁。
201031,1,arg,希望,short,老师想知道,学生,为什么,希望,修理工,,打了,快递员,老师想知道谁希望修理工打了快递员。
201032,1,arg,希望,long,老师想知道,学生,,希望,修理工,为什么,打了,快递员,老师想知道学生希望修理工打了谁。
201041,1,arg,说明,short,老师想知道,学生,为什么,说明,修理工,,打了,快递员,老师想知道谁说明修理工打了快递员。
201042,1,arg,说明,long,老师想知道,学生,,说明,修理工,为什么,打了,快递员,老师想知道学生说明修理工打了谁。
201051,1,arg,想,short,老师想知道,学生,为什么,想,修理工,,打了,快递员,老师想知道谁想修理工打了快递员。
201052,1,arg,想,long,老师想知道,学生,,想,修理工,为什么,打了,快递员,老师想知道学生想修理工打了谁。
201061,1,arg,怕,short,老师想知道,学生,为什么,怕,修理工,,打了,快递员,老师想知道谁怕修理工打了快递员。
201062,1,arg,怕,long,老师想知道,学生,,怕,修理工,为什么,打了,快递员,老师想知道学生怕修理工打了谁。
201071,1,arg,喜欢,short,老师想知道,学生,为什么,喜欢,修理工,,打了,快递员,老师想知道谁喜欢修理工打了快递员。
201072,1,arg,喜欢,long,老师想知道,学生,,喜欢,修理工,为什么,打了,快递员,老师想知道学生喜欢修理工打了谁。
201081,1,arg,记得,short,老师想知道,学生,为什么,记得,修理工,,打了,快递员,老师想知道谁记得修理工打了快递员。
201082,1,arg,记得,long,老师想知道,学生,,记得,修理工,为什么,打了,快递员,老师想知道学生记得修理工打了谁。
201091,1,arg,猜,short,老师想知道,学生,为什么,猜,修理工,,打了,快递员,老师想知道谁猜修理工打了快递员。
201092,1,arg,猜,long,老师想知道,学生,,猜,修理工,为什么,打了,快递员,老师想知道学生猜修理工打了谁。
201101,1,arg,假装,short,老师想知道,学生,为什么,假装,修理工,,打了,快递员,老师想知道谁假装修理工打了快递员。
201102,1,arg,假装,long,老师想知道,学生,,假装,修理工,为什么,打了,快递员,老师想知道学生假装修理工打了谁。
201111,1,arg,害怕,short,老师想知道,学生,为什么,害怕,修理工,,打了,快递员,老师想知道谁害怕修理工打了快递员。
201112,1,arg,害怕,long,老师想知道,学生,,害怕,修理工,为什么,打了,快递员,老师想知道学生害怕修理工打了谁。
201121,1,arg,感觉,short,老师想知道,学生,为什么,感觉,修理工,,打了,快递员,老师想知道谁感觉修理工打了快递员。
201122,1,arg,感觉,long,老师想知道,学生,,感觉,修理工,为什么,打了,快递员,老师想知道学生感觉修理工打了谁。
201131,1,arg,认为,short,老师想知道,学生,为什么,认为,修理工,,打了,快递员,老师想知道谁认为修理工打了快递员。
201132,1,arg,认为,long,老师想知道,学生,,认为,修理工,为什么,打了,快递员,老师想知道学生认为修理工打了谁。
201141,1,arg,写,short,老师想知道,学生,为什么,写,修理工,,打了,快递员,老师想知道谁写修理工打了快递员。
201142,1,arg,写,long,老师想知道,学生,,写,修理工,为什么,打了,快递员,老师想知道学生写修理工打了谁。
202011,2,arg,说,short,法官想知道,律师,为什么,说,警察,,审问了,学生,法官想知道谁说警察审问了学生。
202012,2,arg,说,long,法官想知道,律师,,说,警察,为什么,审问了,学生,法官想知道律师说警察审问了谁。
202021,2,arg,觉得,short,法官想知道,律师,为什么,觉得,警察,,审问了,学生,法官想知道谁觉得警察审问了学生。
202022,2,arg,觉得,long,法官想知道,律师,,觉得,警察,为什么,审问了,学生,法官想知道律师觉得警察审问了谁。
202031,2,arg,希望,short,法官想知道,律师,为什么,希望,警察,,审问了,学生,法官想知道谁希望警察审问了学生。
202032,2,arg,希望,long,法官想知道,律师,,希望,警察,为什么,审问了,学生,法官想知道律师希望警察审问了谁。
202041,2,arg,说明,short,法官想知道,律师,为什么,说明,警察,,审问了,学生,法官想知道谁说明警察审问了学生。
202042,2,arg,说明,long,法官想知道,律师,,说明,警察,为什么,审问了,学生,法官想知道律师说明警察审问了谁。
202051,2,arg,想,short,法官想知道,律师,为什么,想,警察,,审问了,学生,法官想知道谁想警察审问了学生。
202052,2,arg,想,long,法官想知道,律师,,想,警察,为什么,审问了,学生,法官想知道律师想警察审问了谁。
202061,2,arg,怕,short,法官想知道,律师,为什么,怕,警察,,审问了,学生,法官想知道谁怕警察审问了学生。
202062,2,arg,怕,long,法官想知道,律师,,怕,警察,为什么,审问了,学生,法官想知道律师怕警察审问了谁。
202071,2,arg,喜欢,short,法官想知道,律师,为什么,喜欢,警察,,审问了,学生,法官想知道谁喜欢警察审问了学生。
202072,2,arg,喜欢,long,法官想知道,律师,,喜欢,警察,为什么,审问了,学生,法官想知道律师喜欢警察审问了谁。
202081,2,arg,记得,short,法官想知道,律师,为什么,记得,警察,,审问了,学生,法官想知道谁记得警察审问了学生。
202082,2,arg,记得,long,法官想知道,律师,,记得,警察,为什么,审问了,学生,法官想知道律师记得警察审问了谁。
202091,2,arg,猜,short,法官想知道,律师,为什么,猜,警察,,审问了,学生,法官想知道谁猜警察审问了学生。
202092,2,arg,猜,long,法官想知道,律师,,猜,警察,为什么,审问了,学生,法官想知道律师猜警察审问了谁。
202101,2,arg,假装,short,法官想知道,律师,为什么,假装,警察,,审问了,学生,法官想知道谁假装警察审问了学生。
202102,2,arg,假装,long,法官想知道,律师,,假装,警察,为什么,审问了,学生,法官想知道律师假装警察审问了谁。
202111,2,arg,害怕,short,法官想知道,律师,为什么,害怕,警察,,审问了,学生,法官想知道谁害怕警察审问了学生。
202112,2,arg,害怕,long,法官想知道,律师,,害怕,警察,为什么,审问了,学生,法官想知道律师害怕警察审问了谁。
202121,2,arg,感觉,short,法官想知道,律师,为什么,感觉,警察,,审问了,学生,法官想知道谁感觉警察审问了学生。
202122,2,arg,感觉,long,法官想知道,律师,,感觉,警察,为什么,审问了,学生,法官想知道律师感觉警察审问了谁。
202131,2,arg,认为,short,法官想知道,律师,为什么,认为,警察,,审问了,学生,法官想知道谁认为警察审问了学生。
202132,2,arg,认为,long,法官想知道,律师,,认为,警察,为什么,审问了,学生,法官想知道律师认为警察审问了谁。
202141,2,arg,写,short,法官想知道,律师,为什么,写,警察,,审问了,学生,法官想知道谁写警察审问了学生。
202142,2,arg,写,long,法官想知道,律师,,写,警察,为什么,审问了,学生,法官想知道律师写警察审问了谁。
