workerid,proliferate.condition,condition_alt,condition_cop,condition_gram,condition_loc,conj1,conj2,first_response_value,item_number,item_type,predicate,response,sentence_id,trial_sequence_total,wrong_attempts,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,subject_information.problems,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
121,condition1,no_alt,plural,ungram,congruent,Mateo,these architects,,13,,designing the building's layout,0.68,1301,15,,[],25,Yes,Thank you!,2,2,$2 ,Male,English,nope,Safari,Mac,900,1440,5.85305,
196,condition1,no_alt,singular,ungram,incongruent,John,those boys,,1,,interviewing the movie star,0.56,102,15,,[],44,Yes,none right now,2,2,2,Male,English,no,Chrome,Windows,1080,1920,8.177683333,
124,condition1,,,filler_bad,,,,,202,,,0.04,9202,15,,[],39,Yes,,2,1,1.5,Female,English,no,Chrome,Windows,768,1366,5.641,
164,condition1,,plural,gram,,those trainers,those atheletes,,23,,working out at the gym,0.51,2308,15,,[],37,Yes,,3,1,2,Male,English,no,Chrome,Windows,1200,1920,16.9322,
231,condition1,no_alt,plural,ungram,congruent,Peter,those lawyers,,15,,handling the legal documents,0.51,1501,15,,[],27,Yes,,1,2,$1.50 ,Female,English,No,Firefox,Windows,1080,1920,6.582733333,
54,condition1,alt,singular,ungram,incongruent,these professors,those students,,2,,drafting the important email,0.49,205,15,,[],24,Yes,,2,1,2.25,Female,English,,Chrome,Windows,1080,1920,7.870166667,
90,condition1,,,filler_good,,,,,102,,,1,9102,15,,[],44,Yes,,3,1,3.5,Female,English,No,Chrome,Windows,900,1600,8.4422,
214,condition1,,,filler_bad,,,,,205,,,0.11,9205,15,,[],66,Yes,"It was interesting, though not that challenging.",2,2,$2.00 ,Female,English,No.,Chrome,Linux,800,1280,7.597833333,
202,condition1,,,filler_bad,,,,,207,,,0.32,9207,15,,[],30,Yes,,3,2,,Female,English,no,Chrome,Windows,720,1280,6.989933333,
95,condition1,,,filler_good,,,,,109,,,1,9109,15,,[],30,Yes,"Simple, easy, and loved the progress bar. I dislike studies without a progress bar.",1,2,$2 ,Male,English,No,Chrome,Windows,1080,1920,20.36038333,
93,condition1,,plural,gram,,these drivers,those mechanics,,4,,reparing the truck engine,0.85,408,15,,[],37,Yes,,2,1,$2 ,Male,English,No,Chrome,Windows,1080,1920,6.396833333,
140,condition1,,,filler_good,,,,,108,,,0.94,9108,15,,[],35,Yes,Good luck with your research! :),1,1,1.25 USD,Male,English,No issues.,Chrome,Linux,1440,2560,9.9585,
201,condition1,,,filler_good,,,,,120,,,0.93,9120,16,,[],33,Yes,,4,1,,Male,English,,Chrome,Windows,864,1536,5.582983333,
125,condition1,alt,plural,ungram,incongruent,John,Mary,,1,,interviewing the movie star,0.96,106,16,,[],43,Yes,,3,1,,Female,English,no,Chrome,Windows,1080,1920,6.568666667,
39,condition1,,singular,gram,,Fatima,Lucas,,7,,conducting the experiments,0.97,707,16,,[],68,Yes,,4,2,2,Male,English,no,Safari,Mac,900,1440,7.774416667,
106,condition1,,,filler_good,,,,,116,,,0.69,9116,16,,[],66,Yes,"Two sentences contain typos or misspellings, so I considered them unacceptable on that basis alone.",4,2,,Female,English,No,Chrome,Windows,768,1366,13.11136667,
254,condition1,alt,plural,ungram,incongruent,Hanako,George,,4,,reparing the truck engine,0.83,406,16,,[],26,Yes,,3,1,3$,Female,English,no,Chrome,Mac,800,1280,7.587566667,
204,condition1,,,filler_bad,,,,,207,,,0,9207,16,,[],30,Yes,,2,1,"
$2",Female,English,no,Chrome,Windows,1080,1920,11.13466667,
176,condition1,,,filler_good,,,,,115,,,0.97,9115,16,,[],50,Yes,,2,2,2,Female,english,no,Chrome,Windows,864,1536,5.987516667,
194,condition1,,singular,gram,,David,Joan,,6,,fixing the leaking pipe,0.71,607,16,,[],61,Yes,"None, thank you",1,2,yes could be more,Female,English,no,Safari,Mac,900,1440,6.49805,
43,condition1,no_alt,plural,ungram,congruent,Alex,these photographers,,16,,recording the solar eclipse,0.91,1601,16,,[],35,Yes,,2,1,,Female,English,No,Chrome,Windows,720,1280,6.680933333,
36,condition1,,singular,gram,,Ellen,Ali,,23,,working out at the gym,0.18,2307,16,,[],24,Yes,,-1,-1,,Female,English,No,Chrome,Mac,900,1440,5.319983333,
237,condition1,,,filler_good,,,,,111,,,0.87,9111,16,,[],35,Yes,,3,1,"Yes, 100%",Male,English,,Chrome,Windows,1080,1920,6.0397,
132,condition1,,,filler_good,,,,,106,,,0.99,9106,16,,[],56,Yes,THANK YOU!  Good luck with your research.,2,2,3,Female,English,None that I noticed,Chrome,Windows,750,1334,15.27865,
135,condition1,,,filler_bad,,,,,217,,,0.01,9217,16,,[],44,Yes,,3,2,yes,Female,English,no,Chrome,Windows,864,1536,8.665233333,
203,condition1,alt,plural,ungram,incongruent,William,Jackie,,2,,drafting the important email,0.91,206,16,,[],29,Yes,,3,1,what was advertised,Female,english,no problems,Chrome,Mac,900,1440,6.959516667,
185,condition1,no_alt,plural,ungram,congruent,Sarah,those staff members,,10,,writting the end-of-year report,0.99,1001,16,,[],20,Yes,,2,2,$2 ,Female,English,,Chrome,Windows,720,1280,7.26825,
88,condition1,,,filler_good,,,,,106,,,1,9106,16,,[],39,Yes,,2,2,1,Female,english,,Chrome,Windows,1080,1920,5.2453,
119,condition1,,,filler_good,,,,,112,,,1,9112,16,,[],30,Yes,,1,1,,Female,English,,Chrome,Windows,864,1536,9.756883333,
193,condition1,,,filler_good,,,,,118,,,0.98,9118,16,,[],21,Yes,N/A,1,1,$15 /hr,Female,English,No,Chrome,Mac,900,1440,5.41845,
118,condition1,,,filler_bad,,,,,212,,,0,9212,16,,[],18,Yes,,2,2,$2 ,Male,English,,Chrome,Mac,900,1440,6.290283333,
100,condition1,alt,singular,ungram,incongruent,the team of police officers,those detectives,,3,,investigating the crime scene,0.16,305,16,,[],52,Yes,,3,2,2.25,Male,English,,Firefox,Linux,1080,1920,6.154333333,
73,condition1,,,filler_good,,,,,108,,,1,9108,16,,[],69,Yes,There were hardly any partially good or bad sentences. Most were clearly fine of just wrong.,3,1,$2 ,Female,English,,Chrome,Windows,1080,1920,9.26155,
138,condition1,no_alt,singular,ungram,incongruent,Brian,those designers,,9,,creating the fashion collection,0.85,902,16,,[],26,Yes,,2,1,4,Female,English,No issues that I could see,Chrome,Windows,1440,2560,25.43175,
220,condition1,,,filler_bad,,,,,217,,,0.11,9217,16,,[],25,Yes,,4,1,2,Female,English,No,Chrome,Windows,864,1536,5.409066667,
227,condition1,,,filler_bad,,,,,207,,,0.08,9207,16,,[],48,Yes,Nothing that stands out. Was clear and no issues.,2,1,1.25,Female,English,No issues,Firefox,Mac,832,1280,7.7025,
69,condition1,,,filler_good,,,,,110,,,1,9110,16,,[],24,Yes,,1,1,$2.00 ,Male,English,No,Firefox,Windows,1080,1920,6.43895,
51,condition1,,,filler_good,,,,,114,,,0.97,9114,16,,[],32,Yes,,1,1,The posted amount.,Male,English,Nope,Firefox,Mac,1008,1613,5.093183333,
253,condition1,alt,singular,ungram,incongruent,those managers,those staff members,,10,,writting the end-of-year report,0.16,1005,16,,[],29,Yes,,2,-1,,Female,English,,Firefox,Windows,1080,1920,5.15365,
83,condition1,,plural,gram,,those art students,those illustrators,,25,,sketching the concept art,1,2508,16,,[],38,Yes,,2,1,2,Female,English,,Chrome,Windows,768,1366,5.20235,
109,condition1,no_alt,singular,ungram,congruent,those farmers,Andy,,22,,tending to the crops,0.83,2204,16,,[],47,Yes,Everything worked great,2,1,1.75,Male,English,No,Chrome,Windows,864,1536,6.013333333,
116,condition1,,,filler_bad,,,,,215,,,0.04,9215,16,,[],58,Yes,"I know the rules for either/both, but in some cases I think both 'is' or 'are' feel ok",3,1,$3.00 ,Other,English,,Firefox,Windows,684,1216,11.18725,
79,condition1,,,filler_good,,,,,118,,,1,9118,16,,[],42,Yes,,2,1,2,Female,english,,Chrome,Mac,800,1280,4.2573,
199,condition1,,,filler_good,,,,,118,,,0.99,9118,16,,[],67,Yes,It is interesting as I completely understand the fact that grammar does not have to be technically correct to be perfectly acceptable.  ,3,2,2,Female,English ,No,Chrome,Windows,864,1536,10.7318,
195,condition1,alt,plural,ungram,incongruent,Lydia,Liam,,21,,using the art studio,0.87,2106,16,,[],34,Yes,,3,2,$2 ,Male,english,no,Firefox,Mac,1152,2048,8.540283333,
55,condition1,,singular,gram,,Juan,Antonio,,11,,making the admission decisions,0.63,1107,16,,[],29,Yes,none,2,1,1.5,Male,english,no,Chrome,Windows,864,1536,11.66823333,
129,condition1,no_alt,plural,ungram,incongruent,those illustrators,Hossein,,25,,sketching the concept art,0.95,2503,16,,[],33,Yes,,1,1,1.59,Male,English,no,Firefox,Windows,768,1366,4.087033333,
218,condition1,,,filler_good,,,,,102,,,0.91,9102,16,,[],52,Yes,Thank you for having me take part in this experiment. ,2,2,Yes,Female,English,No there weren't any issues with the experiment.,Chrome,Windows,960,1536,7.030283333,
53,condition1,,,filler_good,,,,,115,,,1,9115,16,,[],35,Yes,,2,2,$5 ,Female,English,No,Chrome,Mac,900,1440,8.991433333,
230,condition1,,plural,gram,,these fashion designers,those tailors,,19,,sewing the dresses,0.59,1908,16,,[],52,Yes,,2,1,2,Female,English,no,Chrome,Windows,864,1536,20.39621667,
20,condition1,,,filler_good,,,,,115,,,0.96,9115,16,,[],40,Yes,,4,1,,Female,English,No,Chrome,Windows,864,1536,6.904416667,
208,condition1,,,filler_good,,,,,105,,,0.45,9105,16,,[],47,Yes,,3,2,1.5,Female,english,no,Chrome,Windows,768,1366,6.31655,
190,condition1,alt,plural,ungram,incongruent,Krishna,Amir,,12,,analyzing the market trends,0.74,1206,16,,[],73,Yes,,4,0,3,Female,english,no,Chrome,Windows,720,1280,17.2492,
207,condition1,,,filler_bad,,,,,202,,,0.17,9202,16,,[],27,Yes,,4,1,2 USD,Male,English,no,Chrome,Windows,942,1927,4.603116667,
101,condition1,,,filler_bad,,,,,214,,,0.03,9214,16,,[],23,Yes,,3,1,,Female,English,,Chrome,Mac,900,1440,5.823666667,
222,condition1,alt,singular,ungram,incongruent,those trainers,those atheletes,,23,,working out at the gym,0.48,2305,16,,[],39,Yes,,3,2,$1.25 ,Female,English,,Chrome,Mac,1080,1920,7.3148,
181,condition1,,,filler_good,,,,,106,,,0.99,9106,16,,[],50,Yes,,2,1,2,Female,english,no,Firefox,Windows,1080,1920,7.2093,
57,condition1,,,filler_good,,,,,109,,,0.91,9109,16,,[],24,Yes,,3,2,1.5,Male,English,I experienced no problems.,Chrome,Windows,864,1536,7.166316667,
156,condition1,,,filler_good,,,,,106,,,1,9106,16,,[],43,Yes,,3,1,$1.50 ,Male,English,No,Firefox,Windows,1080,1920,7.37015,
238,condition1,,plural,gram,,those astronomers,these photographers,,16,,recording the solar eclipse,1,1608,16,,[],57,Yes,,3,1,,Female,English,no,Chrome,Windows,720,1280,8.485933333,
68,condition1,,,filler_good,,,,,115,,,0.87,9115,16,,[],30,Yes,N/A,4,2,$2 ,Male,English,No.,Chrome,Windows,1080,1920,7.3494,
235,condition1,,,filler_bad,,,,,210,,,0.02,9210,16,,[],27,No,,2,2,1,Male,English,No,Chrome,Windows,864,1536,4.077666667,
62,condition1,alt,singular,ungram,incongruent,these stylists,those designers,,9,,creating the fashion collection,0.97,905,16,,[],32,Yes,none,2,1,$2.00 ,Male,english,no,Chrome,Windows,720,1280,19.46551667,
81,condition1,,plural,gram,,those economists,those statisticians,,12,,analyzing the market trends,0.98,1208,16,,[],21,Yes,,1,2,yes,Male,English,,Chrome,Windows,900,1600,4.374616667,
150,condition1,alt,plural,ungram,incongruent,Mateo,Lin,,13,,designing the building's layout,0.96,1306,16,,[],34,Yes,,2,2,$250 ,Female,english,no,Chrome,Windows,768,1366,9.14545,
240,condition1,,singular,gram,,Fatima,Lucas,,7,,conducting the experiments,1,707,16,,[],31,Yes,Well put together experiment! I enjoyed it a lot.,2,2,$2 ,Female,English,"No, there weren't any problems or bugs in the experiment.",Chrome,Windows,900,1440,7.87825,
104,condition1,,,filler_good,,,,,109,,,1,9109,16,,[],37,Yes,,4,1,,Male,English,None,Chrome,Linux,720,1280,5.984683333,
236,condition1,no_alt,singular,ungram,congruent,those children,Lisa,,5,,preparing dinner,0.91,504,16,,[],56,Yes,I like tasks that involve language. ,2,2,1.25,Female,English,no,Chrome,Windows,864,1536,5.56325,
142,condition1,alt,singular,ungram,incongruent,those astronomers,these photographers,,16,,recording the solar eclipse,0.62,1605,16,,[],21,Yes,,3,2,2,Female,English,no,Safari,Mac,900,1440,7.679566667,
167,condition1,alt,plural,ungram,incongruent,Hanako,George,,4,,reparing the truck engine,0.99,406,16,,[],40,Yes,none,3,1,2 dollars,Female,english,no,Chrome,Windows,720,1280,8.421366667,
232,condition1,,,filler_bad,,,,,208,,,0.18,9208,16,,[],20,Yes,,2,1,$1.50 ,Female,English,no,Chrome,Windows,720,1280,6.293066667,
52,condition1,alt,plural,ungram,incongruent,Sarah,Matt,,10,,writting the end-of-year report,0.98,1006,16,,[],58,Yes,,3,1,1.5,Female,English,no issues,Chrome,Windows,900,1600,7.644666667,
205,condition1,,,filler_bad,,,,,201,,,0.01,9201,16,,[],37,Yes,"This task was interesting.  It reminds us that English is a complicated language, and the written rules are rigid in contrast to the way it's naturally spoken. ",2,2,$10.00 ,Female,English,No. ,Safari,Mac,832,1280,16.43178333,
15,condition1,no_alt,singular,ungram,congruent,those staff members,Sarah,,10,,writting the end-of-year report,0.77,1004,16,,[],26,Yes,,4,2,0.5,Female,English,,Chrome,Windows,1200,1920,4.72615,
85,condition1,,plural,gram,,these drivers,those mechanics,,4,,reparing the truck engine,0.83,408,16,,[],58,Yes,Interesting study! Thank you!,3,2,1.75,Female,English,No,Chrome,Mac,800,1280,16.27555,
244,condition1,,plural,gram,,these interior designers,these architects,,13,,designing the building's layout,1,1308,16,,[],22,Yes,,2,1,,Male,English,No,Chrome,Windows,864,1536,5.898583333,
86,condition1,,,filler_bad,,,,,220,,,0,9220,16,,[],33,Yes,,3,0,$5 ,Male,English,,Chrome,Windows,1440,2560,5.862383333,
65,condition1,alt,singular,ungram,incongruent,these paralegals,those lawyers,,15,,handling the legal documents,0.51,1505,16,,[],25,Yes,I had a hard time deciding what to do with passive voice sentences but did decide that they are generally acceptable in spoken (and often written) English. ,3,1,$1 ,Female,English,,Chrome,Mac,900,1440,7.136333333,
75,condition1,,,filler_good,,,,,115,,,0.98,9115,16,,[],64,Yes,"Interesting survey, curious how most other participants did, and whether or not they are native English speakers.",2,2,2.5,Female,English,no,Chrome,Windows,768,1366,8.6314,
96,condition1,alt,plural,ungram,incongruent,Lydia,Liam,,21,,using the art studio,0.99,2106,16,,[],52,Yes,,2,2,yes,Male,english,no,Chrome,Windows,720,1280,8.349066667,
50,condition1,,,filler_good,,,,,106,,,0.99,9106,16,,[],36,Yes,,3,1,$2.00 ,Male,English,No,Chrome,Windows,1080,1920,28.28523333,
29,condition1,alt,plural,ungram,incongruent,Andy,Joey,,22,,tending to the crops,0.92,2206,16,,[],44,Yes,,4,1,$2.00 ,Female,English,No,Firefox,Windows,720,1280,8.723066667,
40,condition1,,,filler_good,,,,,120,,,0.98,9120,16,,[],60,Yes,,1,2,2,Female,,,Chrome,Linux,730,1300,7.12215,
252,condition1,,,filler_good,,,,,117,,,0.99,9117,16,,[],66,Yes,"I love the English language and I'm always interested in grammar, spelling, and proper sentence construction.  This was the most enjoyable study I've even taken.  Thank you.",1,2,$1.00 ,Female,English,No,Chrome,Windows,439,781,15.72525,
76,condition1,alt,plural,ungram,incongruent,Melissa,Patrick,,8,,fixing the wiring issues,0.4,806,16,,[],58,Yes,Go gently - dwell in beauty.,2,2,,Male,English,,Chrome,Windows,768,1366,9.762566667,
166,condition1,alt,singular,ungram,incongruent,the team of police officers,those detectives,,3,,investigating the crime scene,1,305,16,,[],38,Yes,Interesting study. Thanks!,1,2,1.59,Female,English,No problems or bugs. ,Chrome,Windows,1080,1920,9.581333333,
98,condition1,,,filler_good,,,,,116,,,1,9116,16,,[],23,Yes,,3,1,,Female,,,Chrome,Mac,900,1440,6.112883333,
242,condition1,,,filler_good,,,,,111,,,1,9111,16,,[],32,Yes,,2,2,very,Male,english,no,Chrome,Windows,1080,1920,4.806883333,
77,condition1,,,filler_bad,,,,,207,,,0,9207,16,,[],25,Yes,,2,1,$1.50 ,Female,english,no,Chrome,Mac,900,1440,10.13498333,
245,condition1,alt,plural,ungram,incongruent,Zeynab,Emma,,14,,proofreading the manuscripts,0.82,1406,16,,[],51,Yes,,3,1,2,Male,English,No problems!,Chrome,Windows,1080,1920,7.1326,
94,condition1,alt,plural,ungram,incongruent,Harry,Ahmad,,3,,investigating the crime scene,0.74,306,16,,[],50,Yes,nice study,4,1,2,Female,english,no,Chrome,Windows,768,1366,15.02088333,
91,condition1,alt,plural,ungram,incongruent,William,Jackie,,2,,drafting the important email,1,206,16,,[],37,Yes,,2,0,100000,Male,English,No,Chrome,Windows,1080,1920,6.726166667,
174,condition1,,,filler_bad,,,,,220,,,0,9220,16,,[],22,Yes,,1,2,1. 70,Male,english,,Chrome,Windows,768,1366,12.70751667,
228,condition1,,plural,gram,,those babysitters,those parents,,24,,taking care of the babies,0.54,2408,16,,[],34,Yes,,3,1,5,Male,English,no,Chrome,Windows,1080,1920,5.712616667,
200,condition1,,,filler_bad,,,,,215,,,0,9215,16,,[],26,Yes,,3,1,$2 ,Male,English,no,Chrome,Windows,1080,1920,5.4514,
34,condition1,,,filler_good,,,,,115,,,0.88,9115,16,,[],24,No,,3,2,3,Female,English,n/a,Chrome,Windows,1080,1920,3.742783333,
92,condition1,,plural,gram,,these surgeons,those nurses,,17,,attending to the patients,0.93,1708,16,,[],55,Yes,,2,1,yes,Female,English,no,Chrome,Windows,893,1587,7.609383333,
206,condition1,,singular,gram,,Zeynab,Emma,,14,,proofreading the manuscripts,0.78,1407,16,,[],30,Yes,,1,2,Yes,Female,English,"There was one typo in one of the sentences for the word ""writing""",Chrome,Linux,852,1517,6.778716667,
72,condition1,,plural,gram,,these drivers,those mechanics,,4,,reparing the truck engine,0.69,408,16,,[],31,Yes,,3,1,$2.00 ,Male,English,No.,Chrome,Windows,1080,1920,5.511466667,
113,condition1,alt,plural,ungram,incongruent,Hank,Pedro,,24,,taking care of the babies,0.86,2406,16,,[],47,Yes,,2,2,2,Male,English,No,Chrome,Windows,982,1746,11.63436667,
169,condition1,,,filler_bad,,,,,201,,,0.64,9201,16,,[],21,Yes,,1,2,yes,Other,,no,Chrome,Windows,1080,1920,1.481483333,
255,condition1,,,filler_good,,,,,105,,,1,9105,16,,[],21,Yes,,3,2,,Female,English,,Chrome,Windows,960,1536,6.931766667,
107,condition1,,singular,gram,,Melissa,Patrick,,8,,fixing the wiring issues,0.95,807,16,,[],29,Yes,was fine. thanks,3,1,3,Female,english,no problems,Chrome,Mac,900,1440,8.068533333,
241,condition1,,,filler_bad,,,,,211,,,0,9211,16,,[],34,Yes,,4,2,$1.50 ,Female,English,None,Firefox,Windows,864,1536,6.46135,
28,condition1,,,filler_good,,,,,111,,,0.97,9111,16,,[],31,Yes,,1,2,2,Female,english,no,Chrome,Windows,1080,1920,6.464666667,
123,condition1,,,filler_bad,,,,,206,,,0.96,9206,16,,[],33,Yes,,1,1,"Not as much as id like, but not horrible",Male,English ,,Firefox,Windows,1440,2560,4.345283333,
74,condition1,alt,singular,ungram,incongruent,those administrators,these teachers,,11,,making the admission decisions,0.23,1105,16,,[],22,Yes,,1,1,$4.00 ,Male,English,No,Chrome,Windows,1080,1920,12.06258333,
61,condition1,,,filler_good,,,,,119,,,1,9119,16,,[],25,Yes,,4,1,$1.50 ,Female,English,n/a,Chrome,Mac,956,1470,6.951483333,
177,condition1,,,filler_good,,,,,119,,,1,9119,16,,[],32,Yes,,2,1,2,Male,English,no,Chrome,Windows,1920,1080,5.146283333,
239,condition1,alt,plural,ungram,incongruent,Krishna,Amir,,12,,analyzing the market trends,0.23,1206,16,,[],,Yes,,3,2,2,Female,english,,Chrome,Windows,1080,1920,8.296133333,
127,condition1,,,filler_good,,,,,120,,,1,9120,16,,[],21,Yes,"Accidentally rated 1 sentence in the middle when it was clearly broken english, it was a miss-click.",1,1,$3-$5,Male,English,,Chrome,Windows,1080,1920,18.63665,
246,condition1,alt,singular,ungram,incongruent,these paralegals,those lawyers,,15,,handling the legal documents,0.59,1505,16,,[],30,Yes,,3,1,i think so ,Male,English,no,Chrome,Windows,720,1280,9.7023,
159,condition1,,,filler_bad,,,,,210,,,0,9210,16,,[],72,Yes,,4,2,"

2.50",,English,None that I could discern,Chrome,Windows,720,1280,9.737116667,
251,condition1,,,filler_bad,,,,,204,,,0,9204,16,,[],31,Yes,,3,1,1.59,Male,English,None,Chrome,Windows,1080,1920,6.43475,
30,condition1,no_alt,plural,ungram,congruent,Krishna,those statisticians,,12,,analyzing the market trends,0.14,1201,16,,[],,,,-1,-1,,,,,Chrome,Mac,1080,1920,21.44553333,
59,condition1,,,filler_bad,,,,,219,,,0.02,9219,16,,[],67,Yes,,3,2,,Female,,,Chrome,Windows,720,1280,7.276383333,
210,condition1,,,filler_good,,,,,102,,,1,9102,16,,[],21,Yes,N/A,3,2,As listed,Female,English,No,Chrome,Mac,956,1470,7.1841,
147,condition1,,,filler_good,,,,,111,,,0.97,9111,16,,[],57,Yes,,-1,2,1,Female,English ,No,Safari,Mac,1194,834,7.39545,
183,condition1,,,filler_bad,,,,,211,,,0,9211,16,,[],65,Yes,,3,0,$5 ,Male,English,no,Chrome,Mac,900,1440,6.682766667,
26,condition1,alt,singular,ungram,incongruent,the team of police officers,those detectives,,3,,investigating the crime scene,0.81,305,16,,[],33,Yes,no,3,1,$2 ,Female,English,no,Chrome,Windows,1080,1920,5.2834,
103,condition1,,,filler_bad,,,,,210,,,0,9210,16,,[],60,Yes,,3,1,Yes,Female,English,No,Chrome,Windows,1080,1920,7.834333333,
187,condition1,alt,plural,ungram,incongruent,Hank,Pedro,,24,,taking care of the babies,0.98,2406,16,,[],28,Yes,,4,1,,Female,English,,Chrome,Mac,900,1440,5.710833333,
158,condition1,alt,plural,ungram,incongruent,Zeynab,Emma,,14,,proofreading the manuscripts,0.34,1406,16,,[],30,Yes,,1,2,$1.50 ,Male,English,No,Chrome,Windows,1080,1920,5.71725,
97,condition1,,,filler_good,,,,,118,,,1,9118,16,,[],21,Yes,,1,2,$2 ,Male,English,N/A,Chrome,Windows,1080,1920,11.02276667,
175,condition1,,,filler_bad,,,,,213,,,0.22,9213,16,,[],26,Yes,,2,1,14 British Pounds,Male,English,No problems were experienced. ,Firefox,Windows,1440,2560,7.931866667,
243,condition1,,,filler_bad,,,,,216,,,0.02,9216,16,,[],23,Yes,,3,1,1,Female,English,no,Chrome,Mac,900,1440,6.004683333,
32,condition1,,,filler_good,,,,,120,,,0.99,9120,16,,[],26,Yes,,4,1,$1.00 ,Female,English,,Chrome,Windows,864,1536,4.784683333,
256,condition1,alt,singular,ungram,incongruent,those astronomers,these photographers,,16,,recording the solar eclipse,0.39,1605,16,,[],34,Yes,,3,2,2,Male,English,None.,Chrome,Windows,720,1280,8.276766667,
248,condition1,,,filler_bad,,,,,207,,,0.01,9207,16,,[],43,Yes,,3,1,ok,Female,English,No,Chrome,Windows,768,1366,6.79105,
112,condition1,alt,singular,ungram,incongruent,these interior designers,these architects,,13,,designing the building's layout,0,1305,16,,[],30,Yes,,0,1,2,Female,English,No problems or bugs. ,Firefox,Windows,1080,1920,6.372333333,
224,condition1,,,filler_good,,,,,101,,,0.99,9101,16,,[],33,Yes,,2,2,$2.00 ,Female,English,No,Chrome,Mac,900,1440,5.9705,
45,condition1,,,filler_good,,,,,118,,,1,9118,16,,[],34,Yes,None,4,1,2,Male,English,None,Chrome,Windows,1080,1920,5.394266667,
217,condition1,alt,singular,ungram,incongruent,these stylists,those designers,,9,,creating the fashion collection,0.46,905,16,,[],40,Yes,none,3,1,2,Male,english,no,Chrome,Windows,864,1536,8.708316667,
47,condition1,,,filler_bad,,,,,216,,,0.02,9216,16,,[],29,Yes,none,3,1,$2 ,Male,English,n,Chrome,Windows,768,1360,5.340633333,
165,condition1,alt,singular,ungram,incongruent,those gardeners,those farmers,,22,,tending to the crops,0,2205,16,,[],35,Yes,it went well,3,2,3,Female,english,no,Chrome,Linux,864,1536,7.6574,
141,condition1,,,filler_good,,,,,110,,,1,9110,16,,[],34,Yes,,1,2,2,Male,English,,Chrome,Windows,1440,2560,10.04148333,
137,condition1,,plural,gram,,these drivers,those mechanics,,4,,reparing the truck engine,0.74,408,16,,[],51,Yes,,3,2,1.59,Male,English,no,Chrome,Linux,969,1920,6.770833333,
215,condition1,,plural,gram,,those graduate students,these research assistants,,7,,conducting the experiments,0.19,708,16,,[],27,Yes,,2,1,$2 ,Other,English,,Chrome,Windows,864,1536,6.0281,
257,condition1,,,filler_bad,,,,,210,,,0.04,9210,16,,[],30,Yes,,3,2,$2 ,Female,english,No,Chrome,Windows,900,1600,25.77815,
168,condition1,alt,plural,ungram,incongruent,Bill,Kim,,17,,attending to the patients,0.94,1706,16,,[],53,Yes,Thanks,2,1,$17/Hour,Male,English,No,Chrome,Windows,900,1600,7.553666667,
221,condition1,,plural,gram,,these paralegals,those lawyers,,15,,handling the legal documents,0.22,1508,16,,[],25,Yes,,1,2,$5 ,Male,,,Chrome,Windows,1440,3440,4.54925,
41,condition1,,,filler_bad,,,,,217,,,0,9217,16,,[],27,Yes,,3,1,1.39,Other,English,no,Chrome,Windows,1080,1920,4.320166667,
102,condition1,,,filler_bad,,,,,204,,,0,9204,16,,[],21,Yes,,2,1,$2 ,Female,English,No,Chrome,Mac,900,1440,4.626333333,
25,condition1,,,filler_bad,,,,,214,,,0,9214,16,,[],32,Yes,,1,2,$2 ,Female,English,No,Chrome,Linux,768,1366,8.289483333,
24,condition1,,plural,gram,,those astronomers,these photographers,,16,,recording the solar eclipse,0.93,1608,16,,[],32,Yes,,2,1,$2 ,Female,English,no,Chrome,Linux,750,1200,6.41575,
44,condition1,,,filler_good,,,,,112,,,1,9112,16,,[],31,Yes,,3,2,$1.96 ,Male,English,No.,Chrome,Windows,1080,1920,9.129516667,
17,condition1,alt,singular,ungram,incongruent,these professors,those students,,2,,drafting the important email,0.01,205,16,,[],50,Yes,,3,2,2$,Female,English,,Safari,Mac,900,1440,7.616383333,
213,condition1,alt,singular,ungram,incongruent,these surgeons,those nurses,,17,,attending to the patients,0.02,1705,16,,[],29,Yes,,0,1,2,Female,english,no,Chrome,Windows,768,1366,11.01275,
145,condition1,,,filler_bad,,,,,201,,,0.1,9201,16,,[],47,Yes,,4,1,,Male,English,,Chrome,Windows,864,1536,10.04155,
139,condition1,,,filler_bad,,,,,207,,,0,9207,16,,[],41,Yes,"Thank you for allowing me to participate in this very interesting task, i hope you have a wonderful evening",1,2,3,Female,english,No,Chrome,Linux,768,1366,22.29333333,
191,condition1,alt,singular,ungram,incongruent,these fashion designers,those tailors,,19,,sewing the dresses,0.12,1905,16,,[],59,Yes,,3,2,$2 ,Other,English,no,Firefox,Linux,1080,1920,6.9708,
233,condition1,alt,plural,ungram,incongruent,Harry,Ahmad,,3,,investigating the crime scene,0.99,306,16,,[],48,Yes,,3,2,2,Male,English,no,Chrome,Windows,768,1366,20.20293333,
66,condition1,,,filler_bad,,,,,215,,,0.02,9215,16,,[],52,Yes,,3,2,2,Female,English,No,Chrome,Windows,820,1024,5.305783333,
180,condition1,alt,plural,ungram,incongruent,William,Jackie,,2,,drafting the important email,0.98,206,16,,[],35,Yes,No comments,3,1,2,Female,English,None that I noticed,Chrome,Windows,768,1366,7.695933333,
